subject,task,ctrl,cong,cost,kl,rt
41,S 51,M,C,0.02654956526016078,0.015162752539436112,0.8806486486486487
41,S 52,M,I,0.030602544581724553,0.01771924037183032,0.9534054054054054
41,S 71,L,C,0.03279568432922879,0.01868750711944995,0.7907945205479452
41,S 72,L,I,0.05997209534791764,0.03490461844619458,0.9145599999999999
42,S 21,H,C,0.045681609589490725,0.024614279604733516,1.0929066666666667
42,S 22,H,I,0.04612986309419654,0.024091503689895873,1.0577534246575342
42,S 51,M,C,0.06029897927679249,0.03256807557345413,0.9597837837837837
42,S 52,M,I,0.047641038823682445,0.02525359050540378,1.0206486486486486
42,S 71,L,C,0.0466258141566028,0.02459718838944196,0.9654794520547945
42,S 72,L,I,0.05474372615993732,0.027824266385508077,1.1159466666666666
43,S 21,H,C,0.16933504394182636,0.08099428471347653,1.1723733333333333
43,S 22,H,I,0.16054216057717655,0.07711619346425477,1.205296803652968
43,S 51,M,C,0.12192624028942353,0.05789786998164702,1.022918918918919
43,S 52,M,I,0.14642680075210499,0.07072047135929871,1.2221621621621621
43,S 71,L,C,0.1284074467167601,0.062209879755890325,1.0510319634703196
43,S 72,L,I,0.1420051132882514,0.06883071440959546,1.2632533333333333
44,S 21,H,C,0.03303160208403548,0.020498982681321734,0.8494933333333333
44,S 22,H,I,0.02681301100511785,0.01636267812835851,0.9332237442922375
44,S 51,M,C,0.02112365593864756,0.012888644892609408,0.8417297297297297
44,S 52,M,I,0.039960594055677076,0.024042287787494697,0.9949189189189189
44,S 71,L,C,0.017591237507167002,0.010743479903857628,0.8256803652968037
44,S 72,L,I,0.026469557720865435,0.01582194485492904,0.9524266666666666
