subject,task,ent_rate
38,S 71,1.4438754553155246
38,S 72,1.3212955678843297
39,REST,1.5303563707474728
39,S 21,1.3151076983950662
39,S 22,1.444627275916025
39,S 51,1.3253427505939328
39,S 52,1.3234599327328067
39,S 71,1.470426282930551
39,S 72,1.3220150699149364
40,REST,1.4295358808273277
40,S 21,1.2082909404207574
40,S 22,1.3678985896120568
40,S 51,1.226933150062704
40,S 52,1.2543251922085499
40,S 71,1.3329903289037617
40,S 72,1.2183737300735746
41,REST,1.5103890234084596
41,S 21,1.2447384878938033
41,S 22,1.3654568753380847
41,S 51,1.23527983050027
41,S 52,1.2277253734054614
41,S 71,1.3466926349781714
41,S 72,1.2178007566256264
42,REST,1.4808647761038696
42,S 21,1.2818848123610023
42,S 22,1.4258811833838125
42,S 51,1.2663874413109362
42,S 52,1.290991303814326
42,S 71,1.4236173945131418
42,S 72,1.2918609791661324
43,REST,1.427926576792216
43,S 21,1.324124213579931
43,S 22,1.4756204187915556
43,S 51,1.315802995160915
43,S 52,1.3261562253292956
43,S 71,1.4693266200063146
43,S 72,1.3284949312171013
44,REST,1.515027137672143
44,S 21,1.2764515627126694
44,S 22,1.4360264807010243
44,S 51,1.2453511920321894
44,S 52,1.271668478120225
44,S 71,1.420713023298183
44,S 72,1.2724925624036156
