subject,task,ent_rate
1,REST,1.5094619029656444
1,S 21,1.319537052257576
1,S 22,1.4335721128321686
1,S 51,1.284058761985351
1,S 52,1.2920875690645215
1,S 71,1.4009471706873828
1,S 72,1.3029740764395528
2,REST,1.4684459517499724
2,S 21,1.228378407937938
2,S 22,1.3178483554717781
2,S 51,1.229526395712784
2,S 52,1.2415786502321247
2,S 71,1.311347453205273
2,S 72,1.2288390063600771
3,REST,1.4722722778321653
3,S 21,1.2627997012705938
3,S 22,1.3947135873293193
3,S 51,1.2276084190894305
3,S 52,1.2463623451974444
3,S 71,1.3798774405548166
3,S 72,1.2817707117819896
4,REST,1.515171505538337
4,S 21,1.2077476268893328
4,S 22,1.2919370852042655
4,S 51,1.204135863838105
4,S 52,1.2227727874339156
4,S 71,1.2924965330120874
4,S 72,1.1982087558807095
5,REST,1.3995016925289043
5,S 21,1.1834297495259651
5,S 22,1.262391363903416
5,S 51,1.1615334658427268
5,S 52,1.162519384222521
5,S 71,1.2733844002875194
5,S 72,1.185413719502161
6,REST,1.4696513541670106
6,S 21,1.1543380777317396
6,S 22,1.2552992486647143
6,S 51,1.244419277013667
6,S 52,1.2674939471354432
6,S 71,1.312957675933253
6,S 72,1.2254177456952728
7,REST,1.559770378925878
7,S 21,1.2373023985142313
7,S 22,1.3585463268048807
7,S 51,1.2562007934952035
7,S 52,1.267546626025123
7,S 71,1.4065197984072495
7,S 72,1.2754233863140914
8,REST,1.5160444409582763
8,S 21,1.297945888101762
8,S 22,1.4002741752700443
8,S 51,1.3012611618107184
8,S 52,1.3175513266379333
8,S 71,1.3988822098379419
8,S 72,1.2992362381737927
9,REST,1.4207039485040625
9,S 21,1.2937570627098798
9,S 22,1.3758491110231321
9,S 51,1.2789781020695585
9,S 52,1.278849043576113
9,S 71,1.380088010750931
9,S 72,1.2928532610020054
10,REST,1.4826183660445997
10,S 21,1.2938570804394172
10,S 22,1.4002826480559558
10,S 51,1.2893523515014258
10,S 52,1.296393733903645
10,S 71,1.3897944710703636
10,S 72,1.3070240929456167
11,REST,1.524390516696617
11,S 21,1.2306553779193634
11,S 22,1.3701449194282862
11,S 51,1.2138795403942397
11,S 52,1.2145735457451192
11,S 71,1.3919187851866883
11,S 72,1.2873803844348142
12,REST,1.3386783255183976
12,S 21,1.1297525253132132
12,S 22,1.245951270418851
12,S 51,1.1186163320355156
12,S 52,1.176629762266571
12,S 71,1.3013563250953009
12,S 72,1.2326149063218552
13,REST,1.6141880175113916
13,S 21,1.3120163086823948
13,S 22,1.455635543240345
13,S 51,1.2867388026607474
13,S 52,1.2878058590330625
13,S 71,1.4264442573185172
13,S 72,1.313633384928782
14,REST,1.4011862557426618
14,S 21,1.2403782172962778
14,S 22,1.3605807626075024
14,S 51,1.2275506360682864
14,S 52,1.2440185214944575
14,S 71,1.3432652041430477
14,S 72,1.2403362293834965
15,REST,1.428862343201013
15,S 21,1.2339221278112265
15,S 22,1.33669482265048
15,S 51,1.2150442015139051
15,S 52,1.1997995530754213
15,S 71,1.3536639338052925
15,S 72,1.1963163540948925
16,REST,1.4171248254660767
16,S 21,1.218962825565169
16,S 22,1.31361625868876
16,S 51,1.190317906160306
16,S 52,1.2065601811087723
16,S 71,1.3117286221138087
16,S 72,1.219410598995773
17,REST,1.4710767281599435
17,S 21,1.3072130427448077
17,S 22,1.4339896978204507
17,S 51,1.298616802227496
17,S 52,1.3013391066307125
17,S 71,1.3888001269750718
17,S 72,1.31918646389409
18,REST,1.3265717901423164
18,S 21,1.179767000320522
18,S 22,1.2707658815146345
18,S 51,1.2061500466215853
18,S 52,1.211476452846278
18,S 71,1.2244981987631307
18,S 72,1.134247531536744
19,REST,1.4743855657805147
19,S 21,1.3035308661853724
19,S 22,1.42824616510114
