subject,task,microstate,mean_corr,gev,timecov,meandurs,occurrences
1,REST,0,0.6888592706578882,0.024058504393755252,0.24034487356117507,0.11465724381625442,2.096203131712665
1,REST,1,0.6329468585334947,0.006405472706826864,0.1149282254122039,0.08994782608695653,1.2777209901782143
1,REST,2,0.534127743989936,0.0015248072044762705,0.06066397049020043,0.07654205607476637,0.7925573678206894
1,REST,3,0.5398580154010247,0.0014931992708510124,0.062160200287394635,0.07393832599118942,0.8407033761462454
1,REST,4,0.5641900862912034,0.002502466828330485,0.09430691969245811,0.08161538461538462,1.1555041998133415
1,REST,5,0.5927081576939556,0.0021646728664569495,0.05645675007036724,0.07660301507537688,0.7370042812912019
1,REST,6,0.6172536594783413,0.002400308817595692,0.0622935276950654,0.07409691629955947,0.8407033761462454
1,REST,7,0.6438554419888705,0.006953044283723431,0.12731286016917767,0.08615538847117794,1.4777121016843697
1,REST,8,0.6145659324491746,0.004241398581892663,0.09127001762884612,0.08214666666666666,1.1110617305897517
1,REST,9,0.6486025309462584,0.004776323949450894,0.09026265499311142,0.07990819672131147,1.1295794260995806
1,S 21,0,0.6968300335026189,0.0022736384601474047,0.22916235780765254,0.09169655172413793,2.4991382281971735
1,S 21,1,0.6062675583998036,0.00026285237032534444,0.05749741468459152,0.07413333333333334,0.7755946225439503
1,S 21,2,0.5271111093878172,0.00011103992277457968,0.04019303688383316,0.06477777777777778,0.6204756980351602
1,S 21,3,0.5754191509343445,0.00016608917332027303,0.04474319200275767,0.08374193548387099,0.5342985177524991
1,S 21,4,0.6176586877245661,0.0005629433426764192,0.11802826611513272,0.08779487179487178,1.344364012409514
1,S 21,5,0.583600184201601,0.000295409552019737,0.06101344364012409,0.0708,0.8617718028266115
1,S 21,6,0.6775574155247758,0.0010371768706364467,0.11961392623233368,0.07886363636363636,1.5167183729748364
1,S 21,7,0.6455779560024113,0.0006865678084316963,0.10486039296794208,0.08569014084507039,1.2237159600137884
1,S 21,8,0.6153656502963809,0.000346074383373811,0.05777318166149604,0.07131914893617022,0.8100654946570148
1,S 21,9,0.6886197652391598,0.00158175176937131,0.1671147880041365,0.09234285714285716,1.8097207859358841
