subject,task,ent_rate
18,S 52,1.1720589286987722
18,S 71,1.1703264945672238
18,S 72,1.0895191227648713
19,REST,1.3863966642258372
19,S 21,1.2590569006888954
19,S 22,1.374388230602725
19,S 51,1.2677664877657286
19,S 52,1.2783683643183779
19,S 71,1.3303191239318408
19,S 72,1.2788755172071455
20,REST,1.4389659955812413
20,S 21,1.2697458234333479
20,S 22,1.3414845192329263
20,S 51,1.2816610918800875
20,S 52,1.29243669321909
20,S 71,1.4089943260795048
20,S 72,1.3013920435457185
21,REST,1.3114414798039582
21,S 21,1.1779164404082507
21,S 22,1.2842644545599677
21,S 51,1.1831092808745007
21,S 52,1.1878325378565808
21,S 71,1.2909245296363205
21,S 72,1.1701123386492474
22,REST,1.3787370207399512
22,S 21,1.264285773996458
22,S 22,1.3484482646693945
22,S 51,1.2911549780987206
22,S 52,1.2868282882795246
22,S 71,1.3784061212680307
22,S 72,1.2764343212606528
23,REST,1.3453954277413698
23,S 21,1.2224464835316244
23,S 22,1.2979495941874077
23,S 51,1.2026396335830958
23,S 52,1.1871658951136814
23,S 71,1.2827118922671539
23,S 72,1.189108566311922
24,REST,1.3568681123245279
24,S 21,1.2717937680318772
24,S 22,1.3374306015738562
24,S 51,1.219138427272111
24,S 52,1.2288622220572798
24,S 71,1.3036506330332993
24,S 72,1.2241321713962714
25,REST,1.388337114525008
25,S 21,1.2548821642659438
25,S 22,1.3487045803417503
25,S 51,1.267552685013415
25,S 52,1.2608474860629815
25,S 71,1.3467252372247458
25,S 72,1.2616030735537378
26,REST,1.290409199947536
26,S 21,1.2003831478896207
26,S 22,1.2749385718607817
26,S 51,1.2184955618891475
26,S 52,1.2210269117661443
26,S 71,1.282054788117566
26,S 72,1.181865103476372
27,REST,1.4018144411106825
27,S 21,1.2055175243927971
27,S 22,1.278941554188545
27,S 51,1.2515546303759564
27,S 52,1.228110644757979
27,S 71,1.3158862349788534
27,S 72,1.1864602188677245
28,REST,1.3734234501942315
28,S 21,1.1420505828107619
28,S 22,1.2179656451865581
28,S 51,1.1623367529703303
28,S 52,1.157459129547688
28,S 71,1.2309001670303856
28,S 72,1.1492187148664172
29,REST,1.3281202996562567
29,S 21,1.1944310800193183
29,S 22,1.2823324874848385
29,S 51,1.1512100901324889
29,S 52,1.16522601053348
29,S 71,1.2184990676556071
29,S 72,1.1725755595059009
30,REST,1.4093493798912022
30,S 21,1.2014752771750141
30,S 22,1.2540510017963729
30,S 51,1.1740755049124938
30,S 52,1.1652622956674017
30,S 71,1.2770561368685875
30,S 72,1.1889569367381485
31,REST,1.3587826840419497
31,S 21,1.2123163553513843
31,S 22,1.291884125430055
31,S 51,1.2101693800553641
31,S 52,1.2181834070992308
31,S 71,1.2682043906616736
31,S 72,1.2033357579049886
32,REST,1.2441206470880921
32,S 21,1.1928118481696222
32,S 22,1.2775925829749757
32,S 51,1.2302439576062327
32,S 52,1.228516696366567
32,S 71,1.2919310290835944
32,S 72,1.1989147159744575
33,REST,1.4312884157707197
33,S 21,1.269382759124402
33,S 22,1.3371840294880128
33,S 51,1.2346705621595122
33,S 52,1.2345705641791762
33,S 71,1.3694689492140106
33,S 72,1.2282394296908
34,REST,1.3248271081121656
34,S 21,1.1508916018886408
34,S 22,1.2305356268443068
34,S 51,1.2145792753802196
34,S 52,1.1878800403178282
34,S 71,1.1909746344592178
34,S 72,1.0887012687887379
35,REST,1.3586821795727893
35,S 21,1.2775602237973513
35,S 22,1.364592517371302
35,S 51,1.2706598603818149
35,S 52,1.2750765208989976
35,S 71,1.382345590362832
35,S 72,1.2715702791686412
36,REST,1.3803675464661607
36,S 21,1.2790100875893047
36,S 22,1.3595157392097588
36,S 51,1.27877310126925
36,S 52,1.2631726973717308
36,S 71,1.3423396357048916
36,S 72,1.2583677930450756
37,REST,1.233683419146387
37,S 21,1.1453377807910872
37,S 22,1.2290311149539226
37,S 51,1.1859715095810328
37,S 52,1.177034221722641
37,S 71,1.2536584118825136
37,S 72,1.1656708774951223
38,REST,1.325204458246346
38,S 21,1.261288315737231
38,S 22,1.3263590032253807
38,S 51,1.1927289390223441
38,S 52,1.215125032152265
38,S 71,1.3157927636840692
38,S 72,1.2467047104650508
39,REST,1.3919854023165124
39,S 21,1.2582820829905477
39,S 22,1.3100789558869592
39,S 51,1.2721987246979145
39,S 52,1.248539698721049
39,S 71,1.3524637148053105
39,S 72,1.2270379658131005
40,REST,1.2333614016989647
40,S 21,1.1519557239834348
40,S 22,1.2315951804913223
40,S 51,1.1763610619085854
40,S 52,1.1640297557277735
40,S 71,1.2055938118811227
40,S 72,1.1340284206884947
41,REST,1.3584568317151273
41,S 21,1.1713650525142032
41,S 22,1.2388987574182846
41,S 51,1.168192771049799
41,S 52,1.1615046607288182
41,S 71,1.2465943831176345
41,S 72,1.1287377348417635
42,REST,1.331651099341107
42,S 21,1.2232849244501884
42,S 22,1.2984391129956476
42,S 51,1.2044652741238258
42,S 52,1.2253794437746701
42,S 71,1.318717042707489
42,S 72,1.2294858972138483
43,REST,1.282500714341058
43,S 21,1.300723882564809
43,S 22,1.3662706353763443
43,S 51,1.2901612890868863
43,S 52,1.2754044389130883
43,S 71,1.3708032826084942
43,S 72,1.272955440218753
44,REST,1.3812336073444433
44,S 21,1.2489244586633343
44,S 22,1.3345584177284808
44,S 51,1.2025204730215644
44,S 52,1.20381783592841
44,S 71,1.3242752212207145
44,S 72,1.209890807995593
