subject,task,ent_rate
25,S 51,1.2108696801852816
25,S 52,1.1938034899331587
25,S 71,1.2657033366256754
25,S 72,1.1943346705566524
26,REST,1.2211570023336606
26,S 21,1.1241689367092143
26,S 22,1.1823535275068582
26,S 51,1.1578142668266236
26,S 52,1.1594041480363209
26,S 71,1.197400121011495
26,S 72,1.114175568046538
27,REST,1.3418496210489463
27,S 21,1.15233697261044
27,S 22,1.2067251196867934
27,S 51,1.1951909022203817
27,S 52,1.1820167137182678
27,S 71,1.2391501383179109
27,S 72,1.12499915870716
28,REST,1.28753851451105
28,S 21,1.066678090079791
28,S 22,1.1370572012744202
28,S 51,1.0992460390689276
28,S 52,1.0830833324524685
28,S 71,1.1494724190944192
28,S 72,1.0922108748583654
29,REST,1.2545944567377505
29,S 21,1.1269222557585
29,S 22,1.2044172983840973
29,S 51,1.0885149470620286
29,S 52,1.088372545862372
29,S 71,1.1376665631740401
29,S 72,1.0995019218415454
30,REST,1.3393721585237195
30,S 21,1.1348506598846642
30,S 22,1.1704285188975632
30,S 51,1.1167197814361713
30,S 52,1.1092934448950935
30,S 71,1.2001799219165377
30,S 72,1.1348776546684187
31,REST,1.2833845887556043
31,S 21,1.1521883066389031
31,S 22,1.2073951508495322
31,S 51,1.1598977984192231
31,S 52,1.1592788992953047
31,S 71,1.1807425127762963
31,S 72,1.1412803545945052
32,REST,1.1674124126413359
32,S 21,1.12678460473091
32,S 22,1.1942538867296741
32,S 51,1.1709227833545233
32,S 52,1.1764257649250884
32,S 71,1.2101910223348669
32,S 72,1.1364898256645162
33,REST,1.363474044756959
33,S 21,1.2104143014023288
33,S 22,1.2677503574640214
33,S 51,1.1917476693323732
33,S 52,1.1904777634977013
33,S 71,1.3049157125316029
33,S 72,1.1667003611494104
34,REST,1.2347453801162047
34,S 21,1.0764956095337128
34,S 22,1.13469470732205
34,S 51,1.1577173862772134
34,S 52,1.119909052298218
34,S 71,1.1126171441299046
34,S 72,1.0320401075295917
35,REST,1.2859900306216852
35,S 21,1.2313682677543154
35,S 22,1.2928367639384912
35,S 51,1.2302382672899967
35,S 52,1.2250207588083508
35,S 71,1.3157387844457225
35,S 72,1.2162331422371542
36,REST,1.3128721962327947
36,S 21,1.2132665711319401
36,S 22,1.2793777102668107
36,S 51,1.218175190617468
36,S 52,1.2067670293188664
36,S 71,1.2622864572928592
36,S 72,1.1944600212914247
37,REST,1.1593463953927352
37,S 21,1.0839978971971607
37,S 22,1.15064354636999
37,S 51,1.1356246798041925
37,S 52,1.1375681387790024
37,S 71,1.1866814188378707
37,S 72,1.1092630235191967
38,REST,1.2397658205572593
38,S 21,1.1963076548238076
38,S 22,1.2248615824794902
38,S 51,1.1230596790406167
38,S 52,1.1459162899719892
38,S 71,1.227086293470745
38,S 72,1.1692380400793836
39,REST,1.3085629631200666
39,S 21,1.1878837553111445
39,S 22,1.2072261657285523
39,S 51,1.2026155854672227
39,S 52,1.168403181364644
39,S 71,1.257312887002977
39,S 72,1.1494604522433132
40,REST,1.1664090069087656
40,S 21,1.0915034706264357
40,S 22,1.1574632587429592
40,S 51,1.114979391785022
40,S 52,1.0962141620698156
40,S 71,1.1356315020037877
40,S 72,1.072812015395464
41,REST,1.2836751923529262
41,S 21,1.1064895875013245
41,S 22,1.1567464020376348
41,S 51,1.103979413026384
41,S 52,1.0927622055357353
41,S 71,1.1785728790724594
41,S 72,1.0620051064370928
42,REST,1.2503662734028012
42,S 21,1.1467249728123692
42,S 22,1.208996537157672
42,S 51,1.1433788599275077
42,S 52,1.1622932434115298
42,S 71,1.237698635658945
42,S 72,1.1586638651039323
43,REST,1.221232843455143
43,S 21,1.2284989591889814
43,S 22,1.2775897255646582
43,S 51,1.2368559310171248
43,S 52,1.2098348575266584
43,S 71,1.2949030391520377
43,S 72,1.212175880531783
44,REST,1.3056375150627268
44,S 21,1.1937916120101175
44,S 22,1.2526289996779896
44,S 51,1.151599819049316
44,S 52,1.139438211085534
44,S 71,1.251283878971888
44,S 72,1.151030447343993
