subject,task,ent_rate
26,S 21,1.0387459296587158
26,S 22,1.0619715847117657
26,S 51,1.060067877565991
26,S 52,1.0557531729524128
26,S 71,1.0606654272074796
26,S 72,1.0124667332978805
27,REST,1.1759266444981913
27,S 21,1.0484734602610475
27,S 22,1.0732538034455705
27,S 51,1.083270454564619
27,S 52,1.0623173991279968
27,S 71,1.1031766415468163
27,S 72,1.0333722461733994
28,REST,1.143411168935908
28,S 21,0.9656645012105576
28,S 22,1.0155291980183592
28,S 51,1.0000806053079798
28,S 52,0.9966761389501401
28,S 71,1.0159388104319613
28,S 72,0.9902768276503232
29,REST,1.130877075047622
29,S 21,1.0336032917916802
29,S 22,1.0831106246903421
29,S 51,0.9938163083630159
29,S 52,1.0028637485077785
29,S 71,1.0257396490653048
29,S 72,1.0235721443644115
30,REST,1.1929086521917873
30,S 21,1.0339222147931117
30,S 22,1.0580757122306435
30,S 51,1.034843057344857
30,S 52,0.9967143472266918
30,S 71,1.0792247973728257
30,S 72,1.0201531910229238
31,REST,1.1682018404650134
31,S 21,1.0560917522561173
31,S 22,1.0941586754206085
31,S 51,1.0547327342900672
31,S 52,1.0627794405508941
31,S 71,1.0792241480004585
31,S 72,1.0539254741228874
32,REST,1.0434763951835215
32,S 21,1.0264231071942396
32,S 22,1.0708411951256323
32,S 51,1.07503487838334
32,S 52,1.0517711249914112
32,S 71,1.0842422170957076
32,S 72,1.0343638296714217
33,REST,1.238102681450349
33,S 21,1.1261093836717884
33,S 22,1.1554982741742206
33,S 51,1.1127117477307096
33,S 52,1.0979543202659148
33,S 71,1.1873170849614598
33,S 72,1.091352796131786
34,REST,1.1184000871519646
34,S 21,0.9918589995573036
34,S 22,1.029320600748336
34,S 51,1.0719584857696678
34,S 52,1.0244498513962095
34,S 71,0.9987340236383391
34,S 72,0.9191685570286647
35,REST,1.1476241032266834
35,S 21,1.1383632253612441
35,S 22,1.1481154957282824
35,S 51,1.1156540545771065
35,S 52,1.1165102239947555
35,S 71,1.1742531667959832
35,S 72,1.1006808160961117
36,REST,1.1716954187504194
36,S 21,1.1158139982586854
36,S 22,1.1421164793785117
36,S 51,1.1231966142212186
36,S 52,1.108760595385143
36,S 71,1.1381000799653205
36,S 72,1.0911912303489104
37,REST,1.0302956615154515
37,S 21,0.983716779514547
37,S 22,1.032241093555609
37,S 51,1.0279892281042056
37,S 52,1.0310384786321165
37,S 71,1.0556016962450598
37,S 72,1.0014016984380683
38,REST,1.1200416510624935
38,S 21,1.1115413434658483
38,S 22,1.1123812347953812
38,S 51,1.0305309308177255
38,S 52,1.042202791341109
38,S 71,1.1095850655945076
38,S 72,1.0808253990748296
39,REST,1.1980259824058754
39,S 21,1.1128950790855692
39,S 22,1.1102165044023926
39,S 51,1.1188388447238267
39,S 52,1.086679578943467
39,S 71,1.1472886353877896
39,S 72,1.0863845433856087
40,REST,1.0272629477077289
40,S 21,1.004050350088683
40,S 22,1.0294290308481975
40,S 51,0.9971652063687794
40,S 52,1.0024108466611894
40,S 71,1.0166265184366297
40,S 72,0.9809106110973856
41,REST,1.1536653216402386
41,S 21,1.0231690899603632
41,S 22,1.0373553547897751
41,S 51,1.021154797754473
41,S 52,1.006127578803377
41,S 71,1.063243380400474
41,S 72,0.9865199674905752
42,REST,1.118867344543439
42,S 21,1.036309816048018
42,S 22,1.0882353370078173
42,S 51,1.0425919431686306
42,S 52,1.066874255914324
42,S 71,1.1085850344544865
42,S 72,1.0546044253170925
43,REST,1.0998538665293265
43,S 21,1.1235871194680154
43,S 22,1.1490201353795841
43,S 51,1.1355816125763398
43,S 52,1.1270309883672724
43,S 71,1.1609968696272357
43,S 72,1.1108791059370045
44,REST,1.183951902083503
44,S 21,1.08050289730447
44,S 22,1.1229171000737075
44,S 51,1.0523930038837765
44,S 52,1.0367649120971605
44,S 71,1.1236576738882869
44,S 72,1.0514267114633444
