subject,task,microstate,mean_corr,gev,timecov,meandurs,occurrences
1,REST,0,0.8688528072782565,0.0156869215430436,0.16936261862562538,0.012269809020723286,13.803199246180423
1,REST,1,0.8204289158044303,0.005471922335270593,0.11280371525362888,0.009946587537091989,11.340946312790255
1,REST,2,0.7262454407930742,0.0015359961502587375,0.07387880555493236,0.008449005772931367,8.744082740672605
1,REST,3,0.7498435722386156,0.0018031277635134977,0.0754268279002984,0.008130592503022976,9.276916518968884
1,REST,4,0.7664189560673341,0.002540084279992453,0.10021762053260942,0.008925074925074926,11.228770780517353
1,REST,5,0.7763423800174879,0.0022966474794924537,0.07354227895811366,0.008340966921119594,8.81699683664999
1,REST,6,0.8056072586161076,0.0027013660536452716,0.08045229174612434,0.008257915947035118,9.742444977901421
1,REST,7,0.825102467336483,0.005560734378114409,0.1202297354900949,0.010092278719397364,11.913041527382047
1,REST,8,0.804394764909123,0.0036444812377228976,0.09146792901532318,0.009192784667418264,9.949969712606286
1,REST,9,0.8212865893487591,0.004773528812713658,0.1026181769232495,0.009193969849246232,11.161465461153613
1,S 21,0,0.8663862293300645,0.0028473514747375016,0.16601482692195435,0.011703703703703706,14.184811161053062
1,S 21,1,0.7937255014632875,0.0006339418103405753,0.07681980036191699,0.00821216848673947,9.3543867841924
1,S 21,2,0.709928787014727,0.0002864825238781326,0.06648765396065612,0.0076959459459459475,8.639308855291578
1,S 21,3,0.7426971503457991,0.00038656915146054194,0.07185803514097251,0.008179401993355484,8.785243126495827
1,S 21,4,0.779483534637531,0.0007798757935925479,0.1117272780339735,0.00930255164034022,12.010390520109743
1,S 21,5,0.7796721301926379,0.0005105020761805026,0.0733757515614967,0.008338308457711444,8.799836553616252
1,S 21,6,0.8386251912301546,0.0014255466336410905,0.11715603292277159,0.009911111111111112,11.820675967544217
1,S 21,7,0.818112872099766,0.0008862632747196616,0.09637499270328644,0.009262272089761572,10.405113536862997
1,S 21,8,0.7997592175095986,0.0007040579876882398,0.08318253458642227,0.008728943338437978,9.529507909637498
1,S 21,9,0.8442812252514923,0.001773497787555309,0.13700309380654954,0.010941724941724944,12.521160469324615
1,S 22,0,0.8670092698977971,0.007058207905609125,0.1499969136437522,0.011650019976028768,12.875249480463365
1,S 22,1,0.7950708046159096,0.0015342947620615992,0.07215900907388736,0.008400000000000001,8.59035822308183
1,S 22,2,0.7089724026975304,0.0007249906542347653,0.0637846957881525,0.00783322804801011,8.142836567148825
1,S 22,3,0.7425343546600341,0.001031704175071458,0.07043064957511162,0.007909878682842288,8.904137774942903
1,S 22,4,0.7872908661546946,0.002595035005171081,0.12213740458015267,0.00969934640522876,12.59233349108043
1,S 22,5,0.7847653847974734,0.0015706242297018245,0.0751424867801074,0.00844393063583815,8.898993847863213
