subject,task,microstate,mean_corr,gev,timecov,meandurs,occurrences
1,REST,0,0.6421724339143475,0.01727557190837301,0.4778690757218086,0.020321428571428577,23.515525694570545
1,REST,1,0.6538932928304261,0.01933408353137816,0.5221309242781914,0.022230490456632036,23.48715271472671
1,S 21,0,0.6700558434667956,0.005023492222342746,0.5620821394460362,0.024441271901362752,22.99725405921681
1,S 21,1,0.633858463342995,0.002932874690233658,0.4379178605539637,0.018956072351421188,23.101719197707734
1,S 22,0,0.6708723048367683,0.014283054776345748,0.5779475796123965,0.02520055839925547,22.93391957653889
1,S 22,1,0.6212796008593867,0.007085032853077981,0.42205242038760354,0.01831773969430292,23.040638606676342
1,S 51,0,0.6637759526323201,0.004671001574998621,0.5582615211689771,0.02614035087719298,21.356313225927313
1,S 51,1,0.6225834709319268,0.0027205291259035204,0.44173847883102285,0.020519216823785352,21.52803796677907
1,S 52,0,0.6635858635099524,0.0051817088649052725,0.55938143182956,0.02531403398363751,22.097680369360848
1,S 52,1,0.6214903155328569,0.0030525441825483956,0.44061856817044,0.0200404807084124,21.986427101296098
1,S 71,0,0.6697389362119812,0.014145589465929575,0.5407868852459017,0.02468545772012971,21.907103825136613
1,S 71,1,0.636529210830312,0.009371447019444566,0.4592131147540984,0.02089927878637155,21.972677595628415
1,S 72,0,0.6638233548288063,0.005996754416056486,0.5749235474006116,0.026514285714285712,21.683538964462723
1,S 72,1,0.6339638391488414,0.0034219218104896056,0.42507645259938837,0.019508771929824566,21.788990825688074
2,REST,0,0.6311672064869658,0.010808893902425173,0.54035901524486,0.025524679029957205,21.170061124399023
2,REST,1,0.6064712882755884,0.007371668579620291,0.45964098475514,0.02171803652968037,21.164021164021165
2,S 21,0,0.6314388512880958,0.004358071207652764,0.510570614354828,0.02587405541561713,19.732918019749487
2,S 21,1,0.6144782718685444,0.0038217865878961434,0.48942938564517197,0.02476110645431685,19.766054741864934
2,S 22,0,0.652288016601043,0.015188485026906885,0.5424518834050714,0.028725125479775612,18.884230245991212
2,S 22,1,0.6278992156443094,0.010273412819620884,0.4575481165949285,0.02425059101654847,18.867503735587324
2,S 51,0,0.6508735818711712,0.004812082651457692,0.5242048878473384,0.027762411347517734,18.881821225309675
2,S 51,1,0.6277543525208851,0.0037850791240249823,0.4757951121526615,0.02502112676056338,19.01573485102109
2,S 52,0,0.6453235742217788,0.005817438821928467,0.5528968033141656,0.028031347962382446,19.724231744265133
2,S 52,1,0.6199296607552054,0.0035052261977873878,0.4471031966858344,0.022526479750778816,19.847894639213504
2,S 71,0,0.6498296477326312,0.013171630343418415,0.5379885814668424,0.028627069133398252,18.79300248865466
2,S 71,1,0.6223133674749444,0.009320624497029525,0.46201141853315764,0.02444932214331827,18.896696432928316
2,S 72,0,0.6609677831946725,0.005910962359065394,0.5540841662952823,0.029804794520547944,18.59043738460559
2,S 72,1,0.6280257540206904,0.0034724013306739595,0.44591583370471766,0.02390443686006826,18.654103266059717
3,REST,0,0.6800232552532127,0.020853865669947864,0.5486806769257001,0.025627675460428077,21.409693507822155
3,REST,1,0.648484752322621,0.010644217701806081,0.45131932307429984,0.02104347826086957,21.446992625431605
3,S 21,0,0.6238409737028144,0.0025543371914821516,0.48522895125553916,0.023559902200488998,20.5955418289244
3,S 21,1,0.639762798288936,0.0030394578056189905,0.5147710487444609,0.025345454545454546,20.31019202363368
3,S 22,0,0.6116292770532036,0.006806720864846578,0.47181472001997626,0.023130833970925788,20.397652787315064
3,S 22,1,0.6312652472844367,0.00865308314615984,0.5281852799800237,0.025821973550356054,20.45487650082194
3,S 51,0,0.6064902740534728,0.002138200641192178,0.453649039065444,0.024443316412859562,18.559226227860822
3,S 51,1,0.6367177650263008,0.003093676964403427,0.5463509609345559,0.02956329651656755,18.480718502700665
3,S 52,0,0.6117549253958515,0.002317242620573981,0.463225430154564,0.024474576271186443,18.926800816564597
3,S 52,1,0.632168857768553,0.0029676415852104765,0.536774569845436,0.02840432098765432,18.89763779527559
3,S 71,0,0.6163404069260466,0.006730763275121963,0.48581710888079216,0.02432456631225518,19.97228245076782
3,S 71,1,0.6276732676480928,0.007618791418791513,0.5141828911192078,0.02591887323943662,19.838165277063727
3,S 72,0,0.6104229660342025,0.0026723070756216917,0.47544134756436846,0.024333980582524273,19.538165815165158
3,S 72,1,0.6263897025747459,0.0036999662696897547,0.5245586524356315,0.026709594333547974,19.639334311295464
4,REST,0,0.6292501692958355,0.013348799518239546,0.5401167113534462,0.023553917956276104,22.9310772142487
4,REST,1,0.6043206113485112,0.00983680827272388,0.45988328864655387,0.02004025527736868,22.947975576234143
4,S 21,0,0.6511137285654887,0.005151736960482007,0.5594004027145947,0.030522889114954228,18.32724289656201
4,S 21,1,0.6072922124879606,0.0026251334852225574,0.4405995972854053,0.023967545638945237,18.38317547915579
4,S 22,0,0.6443561500595181,0.014754374369538815,0.5699966428468659,0.03204583754634311,17.786916694642944
4,S 22,1,0.6012413317449533,0.007819364347855514,0.43000335715313415,0.02432282129535436,17.679008201045512
4,S 51,0,0.6561469764965947,0.006346049046856225,0.583751846381093,0.032526748971193425,17.94682422451994
4,S 51,1,0.6054384505131074,0.0028118285850640646,0.41624815361890694,0.022957230142566197,18.131462333825702
4,S 52,0,0.6316902203146393,0.007007981460248459,0.5818307905686546,0.03336536868268434,17.43816458622284
4,S 52,1,0.588350679658788,0.003347531666008151,0.41816920943134533,0.023881188118811885,17.510402219140083
4,S 71,0,0.6476890866985551,0.014044607646216766,0.5887513485889501,0.03189081122645137,18.46147294304696
4,S 71,1,0.6006119702404916,0.00660697245781808,0.41124865141104994,0.02221625766871166,18.511157799102833
4,S 72,0,0.6302626154642684,0.005982200481772303,0.5777060575968223,0.0328904593639576,17.56454816285998
4,S 72,1,0.595761028933554,0.0030533791791055964,0.42229394240317775,0.024,17.595580933465737
5,REST,0,0.6524173865308187,0.013725045423324166,0.5192331761859068,0.028213091527344858,18.403980141015477
5,REST,1,0.6413711990177274,0.012539673609801807,0.4807668238140932,0.026078642149929283,18.435270557803833
5,S 21,0,0.6496952274523693,0.0035015710476634394,0.4878268131303398,0.02978039215686275,16.38080555020235
5,S 21,1,0.6733806627413917,0.004394626970403765,0.5121731868696602,0.03163888888888889,16.188090190788206
5,S 22,0,0.6565529504313762,0.011684370679594564,0.5001915871934605,0.029630517023959652,16.880960490463217
5,S 22,1,0.6605268763940151,0.011742744155372579,0.49980841280653954,0.029767353407290014,16.790488760217986
5,S 51,0,0.6448061757115308,0.00317843813366473,0.500065274151436,0.03019113300492611,16.56331592689295
5,S 51,1,0.6493216716217547,0.003439489535762421,0.49993472584856397,0.030213017751479294,16.54699738903394
5,S 52,0,0.6582229442727645,0.004238603839870126,0.5066260187892739,0.030699340245051842,16.502830834318424
5,S 52,1,0.6548751154666467,0.0035776290844209743,0.49337398121072606,0.029896324222431672,16.502830834318424
5,S 71,0,0.6516088661949179,0.01000159801680697,0.47521459709675967,0.02784463462804477,17.066648689946522
5,S 71,1,0.6626417237549986,0.01167521412822067,0.5247854029032403,0.030860918401057157,17.0048537144398
5,S 72,0,0.647801530723159,0.0039736797430687115,0.49063196578107116,0.02855039439088519,17.184770166877524
5,S 72,1,0.6596536164937874,0.004157817517355351,0.5093680342189288,0.029640666082383874,17.184770166877524
6,REST,0,0.6356381758820511,0.01173697082002399,0.556204969076109,0.026401008827238337,21.06756498267837
6,REST,1,0.6035360033387458,0.006753086348022205,0.4437950309238911,0.021049395161290327,21.083505132728316
6,S 21,0,0.6880137358249232,0.006701259166145994,0.5682202529933031,0.034782608695652174,16.336332273557463
6,S 21,1,0.6527067227714959,0.0039989032713116015,0.43177974700669686,0.026376033057851245,16.370154907664208
6,S 22,0,0.6719932936235671,0.01822908451546909,0.5499585677526276,0.033173298257152255,16.578350560425662
6,S 22,1,0.652257896601563,0.012727545845453811,0.4500414322473723,0.02693376835236542,16.70918923633826
6,S 51,0,0.645257674920897,0.005386476335604461,0.5495789870554229,0.029202003338898164,18.819907000125674
6,S 51,1,0.6253889786738321,0.003643739513770639,0.4504210129445771,0.02383374896093101,18.89845419127812
6,S 52,0,0.6479187562543913,0.00589620843625571,0.5459731543624161,0.027971346704871062,19.519015659955258
6,S 52,1,0.6204269116273929,0.003919232828212103,0.4540268456375839,0.023294117647058823,19.491051454138702
6,S 71,0,0.6655406086564409,0.016857513998174388,0.5384354969757155,0.029691350342252645,18.134422677620293
6,S 71,1,0.6479607375278688,0.01303196072969587,0.46156450302428453,0.02533415918240942,18.219057506545095
6,S 72,0,0.6526269136238941,0.006531953584815929,0.5481871021311929,0.03042396313364056,18.018267367838362
6,S 72,1,0.6367352542718927,0.0045487107814141305,0.4518128978688071,0.02499846860643185,18.073623027954607
7,REST,0,0.603187481468685,0.008531560878236675,0.46379156889715994,0.01899979283198674,24.41034873371632
7,REST,1,0.6277307026645934,0.012217295655699102,0.53620843110284,0.02203033451070019,24.339550125414675
