subject,task,microstate,mean_corr,gev,timecov,meandurs,occurrences
1,REST,0,0.7428669104002363,0.00954478710123744,0.24993810627714882,0.013303384246780474,18.7875582363665
1,REST,1,0.7082554529849393,0.0056999873693155114,0.2257657941527312,0.01260175879396985,17.915419414372845
1,REST,2,0.716753022814944,0.008203755897419179,0.2349935855596318,0.014157288135593223,16.598771128266304
1,REST,3,0.7869108902571272,0.017877841411618325,0.2893025140104882,0.01529327781082689,18.916972384146206
1,S 21,0,0.7755295864943741,0.003727833283006896,0.3344113842173351,0.015941135248773653,20.977890156415384
1,S 21,1,0.7063759376165519,0.001238492022767333,0.21551217217452664,0.012085737840065952,17.831941667646714
1,S 21,2,0.6879027869241074,0.0011642207584195885,0.1889333176525932,0.011955348837209303,15.803245913207105
1,S 21,3,0.7827694367234244,0.0030586331654664928,0.2611431259555451,0.01371737451737452,19.03739856521228
1,S 22,0,0.7784132271879278,0.011259187825438742,0.35726911639320397,0.017693099897013388,20.19256763782311
1,S 22,1,0.7062872216726898,0.0038350773368174664,0.22783704535529353,0.012524721348956847,18.19098716908936
1,S 22,2,0.6882643008142538,0.002774955336158057,0.17478736456838648,0.0117511359664453,14.874082392330568
1,S 22,3,0.7762365743051867,0.0074871668614976804,0.24010647368311602,0.013728894173602854,17.489134277455445
1,S 51,0,0.7697310061843484,0.003441996258692545,0.3331104492128138,0.017578187650360868,18.950215792353045
1,S 51,1,0.7084494192891566,0.001440043466538189,0.236338216521792,0.013811722912966253,17.111421798066985
1,S 51,2,0.6893162695752152,0.001095614846272865,0.18369703969363566,0.012526424870466322,14.664762020545863
1,S 51,3,0.766876048864396,0.0027765731533726866,0.24685429457175856,0.014413487133984028,17.126618442647864
1,S 52,0,0.7725326012725547,0.004099553679568289,0.34217521019799296,0.01766946778711485,19.3653376729048
1,S 52,1,0.7080588212518266,0.0017059785777315296,0.2501220504475183,0.014275541795665637,17.52101979929482
1,S 52,2,0.6873517391151819,0.0010838621489452187,0.16810414971521562,0.01203495145631068,13.967995660428533
1,S 52,3,0.7761267949510969,0.002960362025081432,0.23959858963927314,0.014078087649402389,17.019256848386224
1,S 71,0,0.7750334267834234,0.010323854508499979,0.3191984292970251,0.016867211728221032,18.92419650860045
1,S 71,1,0.7173170939249041,0.0045887422191762004,0.23692859276964445,0.013727357032457496,17.259592812326602
1,S 71,2,0.7034111892890131,0.003756678536677179,0.18758803192624526,0.012959823074087728,14.47458278202228
1,S 71,3,0.7833438221516943,0.0089158062384366,0.25628494600708523,0.01463619744058501,17.510350420419137
1,S 72,0,0.7755660228614961,0.004777127287330621,0.3585265327150953,0.018495681063122923,19.384337970118494
1,S 72,1,0.7155452554882629,0.0018934727182163221,0.23740340030911902,0.013109530583214795,18.109222050489436
1,S 72,2,0.6906311078983869,0.001186357829947699,0.16780010303967027,0.012514889529298754,13.408037094281298
1,S 72,3,0.782908875137471,0.003387354978291251,0.2362699639361154,0.01394980988593156,16.93714580113344
2,REST,0,0.759115288156524,0.008435580960241263,0.3133126195028681,0.017214707813525937,18.200286806883366
2,REST,1,0.7179409889350296,0.004786966737199015,0.2549713193116635,0.014920279720279725,17.088910133843214
2,REST,2,0.7022584444106479,0.00423888783349458,0.21359942638623328,0.013383751403968552,15.959608030592733
2,REST,3,0.7566778025119091,0.005683714892558495,0.21811663479923518,0.01430407523510972,15.248565965583175
2,S 21,0,0.7649092656804573,0.003310539767946606,0.2793031990674783,0.017712525667351132,15.768682813107112
2,S 21,1,0.7365219248752415,0.0025652616659673066,0.2763890687734749,0.017527720739219717,15.768682813107112
2,S 21,2,0.6810654327683523,0.0011270439754081786,0.17847429089496178,0.01384924623115578,12.886931744592669
2,S 21,3,0.7761058878677841,0.0035062318688827932,0.265833441264085,0.018083700440528636,14.700168371972543
2,S 22,0,0.7767666870670691,0.011509740320395624,0.306481039051301,0.019714984282221445,15.54558881021676
2,S 22,1,0.7326276526459133,0.0062823050996226315,0.25578819338864517,0.01750575994054255,14.611658920116415
2,S 22,2,0.6996223504756623,0.003806248163289731,0.17961860909604274,0.014921064501578712,12.037921897398027
2,S 22,3,0.7870664288396628,0.010231806731160899,0.25811215846401114,0.018012883668056083,14.329308023109334
2,S 51,0,0.7742248119615124,0.0036177932993577385,0.30020323870713955,0.018670744138634048,16.07880416967154
2,S 51,1,0.7289090020318942,0.00212825613642991,0.25621189274241135,0.016541798941798944,15.488756310234052
2,S 51,2,0.6923699406588132,0.0012178235085560085,0.17629318822526716,0.013860824742268041,12.718809414541402
2,S 51,3,0.7859843840051903,0.0036192491889176243,0.2672916803251819,0.018221229050279328,14.669245394348653
2,S 52,0,0.7773843553958442,0.004478949691616743,0.31622998544395925,0.018738544474393534,16.875909752547308
2,S 52,1,0.7305799358632594,0.002411005132981408,0.2648592916060165,0.016557345971563983,15.996482290150414
2,S 52,2,0.6906607023400375,0.0012870733790055263,0.17236778262979136,0.013533333333333336,12.736535662299854
2,S 52,3,0.7816159316700021,0.0035175821153105046,0.24654294032023288,0.01686721991701245,14.616690926734595
2,S 71,0,0.7745260972245377,0.009675423081027357,0.30374994021141244,0.0195249807840123,15.556990481656861
2,S 71,1,0.7309681138319614,0.006195460616629118,0.26019993303678196,0.017366320830007984,14.983020041134548
2,S 71,2,0.6863597448312193,0.0031672815808045573,0.16767111493758072,0.013646715328467155,12.286554742430765
2,S 71,3,0.7824375990239335,0.009358121265265706,0.2683790118142249,0.018457236842105266,14.54058449323193
2,S 72,0,0.7819529872247939,0.004620725881166597,0.32017842760671583,0.019934426229508202,16.061582305929
