Subject,Cond,Int,State,Delta
30,C,M,F,-0.0027514120417920646
30,C,M,G,-0.03495589667809605
30,C,M,H,0.025693828830537113
30,C,M,I,-0.01607809281036425
30,C,L,A,-0.0040269912383188305
30,C,L,B,0.014950392113302013
30,C,L,C,0.009381798667362537
30,C,L,D,-0.00782703867803497
30,C,L,E,0.015399062691964352
30,C,L,F,-0.011466245505908676
30,C,L,G,-0.027574250034960543
30,C,L,H,0.015969202968769886
30,C,L,I,-0.004805930984175769
30,I,H,A,0.012271083335085864
30,I,H,B,0.014277316104395477
30,I,H,C,0.010403597568235154
30,I,H,D,-0.028615939256800074
30,I,H,E,0.04869440876093534
30,I,H,F,-0.04001026357386897
30,I,H,G,-0.055531414075785226
30,I,H,H,0.02385146589983647
30,I,H,I,0.014659745237965954
30,I,M,A,0.005819291859411532
30,I,M,B,0.022374619855526356
30,I,M,C,-0.0157986608132739
30,I,M,D,-0.02575031792877487
30,I,M,E,0.039851021778397805
30,I,M,F,-0.008085409478241046
30,I,M,G,-0.04914489656104826
30,I,M,H,0.04515662509657878
30,I,M,I,-0.0144222738085764
30,I,L,A,0.012768044238928675
30,I,L,B,0.007387568563135133
30,I,L,C,0.0011364322033138724
30,I,L,D,-0.02141715200377102
30,I,L,E,0.03401479039588029
30,I,L,F,0.005251250600270568
30,I,L,G,-0.062402254574846425
30,I,L,H,0.04436028413068949
30,I,L,I,-0.02109896355360056
31,C,H,A,0.007060507378324338
31,C,H,B,-0.01381942581307874
31,C,H,C,-0.03626985364597897
31,C,H,D,0.031190951601943795
31,C,H,E,-0.017598892781895845
31,C,H,F,0.034552261114418725
31,C,H,G,-0.010228611525372397
31,C,H,H,0.009383389186852178
31,C,H,I,-0.0042703255152131
31,C,M,A,-0.016559696248976075
31,C,M,B,-0.018260057484716
31,C,M,C,-0.024979249721239466
31,C,M,D,0.04643206455246726
31,C,M,E,-0.02792940998470704
31,C,M,F,0.0018077101921462335
31,C,M,G,0.009235622261590248
31,C,M,H,0.009286219306722812
31,C,M,I,0.020966797126711983
31,C,L,A,-0.02139583181343456
31,C,L,B,-0.021060086368501985
31,C,L,C,-0.03120795194271865
31,C,L,D,0.04058111812864326
31,C,L,E,0.002497729294200543
31,C,L,F,0.0059458104060399475
31,C,L,G,-0.016568248750189737
31,C,L,H,0.02611900682693577
31,C,L,I,0.01508845421902534
31,I,H,A,-0.03319923146575715
31,I,H,B,-0.005787551161861207
31,I,H,C,-0.023083775191804087
31,I,H,D,0.03245227406973933
31,I,H,E,-0.009212164332313547
31,I,H,F,0.030219015769742535
31,I,H,G,-0.0019744110901182693
31,I,H,H,0.008043666741056651
31,I,H,I,0.0025421766613157037
31,I,M,A,-0.02248620604605009
31,I,M,B,-0.011477669107440455
31,I,M,C,-0.02477885996365478
31,I,M,D,0.03611011554331511
31,I,M,E,-0.018715974844027303
31,I,M,F,0.019608720496268578
31,I,M,G,0.007635072034178972
31,I,M,H,0.018854163582370617
31,I,M,I,-0.00474936169496068
31,I,L,A,-0.018698812818254612
31,I,L,B,-0.00392097726267962
31,I,L,C,-0.027427461037814224
31,I,L,D,0.016101425109200096
31,I,L,E,-0.006534323644551587
31,I,L,F,0.019700612924907906
31,I,L,G,-0.00940674914958553
31,I,L,H,0.020568796931676903
31,I,L,I,0.009617488947100614
32,C,H,A,-0.023716417741943968
32,C,H,B,0.04229258874696783
32,C,H,C,-0.018412047040210336
32,C,H,D,-0.0015314090492924842
32,C,H,E,0.01244141944735512
32,C,H,F,-0.04004040155657061
32,C,H,G,-0.0016225246736113058
32,C,H,H,0.02589368806324205
32,C,H,I,0.004695103804063697
32,C,M,A,-0.030932941002090625
32,C,M,B,0.03016424808057798
32,C,M,C,-0.016509394443701766
32,C,M,D,0.01847367461908128
32,C,M,E,0.011786494700941078
32,C,M,F,-0.03196201141861306
32,C,M,G,0.005366561986245771
32,C,M,H,0.0051841690774095395
32,C,M,I,0.008429198400149746
32,C,L,A,-0.03473481420491423
32,C,L,B,0.012225139130524545
32,C,L,C,0.0025257778234904493
32,C,L,D,-0.0020346784619729302
32,C,L,E,0.03240410205821519
32,C,L,F,-0.030680169838902427
32,C,L,G,-0.0038675776628794983
32,C,L,H,0.02661410476581852
32,C,L,I,-0.0024518836093796598
32,I,H,A,-0.04021937605460729
32,I,H,B,0.033470928523702245
32,I,H,C,-0.013229514373114634
32,I,H,D,0.005190192316394199
32,I,H,E,0.04743073585114789
32,I,H,F,-0.06291958221712443
32,I,H,G,0.00935344012309837
32,I,H,H,0.013198675018919193
32,I,H,I,0.0077245008115844616
32,I,M,A,-0.03316803423497712
32,I,M,B,0.05175667637133678
32,I,M,C,-0.027449309423519405
32,I,M,D,0.007580474497442161
32,I,M,E,0.0441127468009609
32,I,M,F,-0.06096854324737555
32,I,M,G,0.005138853912594624
32,I,M,H,-0.00035521606050972765
32,I,M,I,0.013352351384047348
32,I,L,A,-0.04033256589097617
32,I,L,B,0.01543206914731432
32,I,L,C,0.005134496358575741
32,I,L,D,0.0024064992163656124
32,I,L,E,0.05329614608986534
32,I,L,F,-0.03358947616054307
32,I,L,G,-0.00014034116193012425
32,I,L,H,0.0030873883255506107
32,I,L,I,-0.005294215924222273
33,C,H,A,-0.029930263710050226
33,C,H,B,0.009312479763093795
33,C,H,C,-0.0379012314090796
33,C,H,D,0.02533675887233182
33,C,H,E,-0.024284566666473745
33,C,H,F,0.027378167098031966
33,C,H,G,0.0006164355813775557
33,C,H,H,0.010211356304487357
33,C,H,I,0.01926086416628109
33,C,M,A,-0.04066361442073975
33,C,M,B,0.021349665991358346
33,C,M,C,-0.032235564515259024
33,C,M,D,0.005469168413584399
33,C,M,E,-0.012925598283571427
33,C,M,F,0.012065932305969765
33,C,M,G,0.009599485760710888
33,C,M,H,0.054306931435026934
33,C,M,I,-0.016966406687080132
33,C,L,A,-0.005956134548922631
33,C,L,B,0.0018682023033313455
33,C,L,C,-0.023203234844955983
33,C,L,D,0.015741923157504542
33,C,L,E,-0.02128905135554819
33,C,L,F,0.013957086834178359
33,C,L,G,0.008061724497378867
33,C,L,H,0.014482736001194513
33,C,L,I,-0.0036632520441608196
33,I,H,A,-0.016669286898634048
33,I,H,B,0.0007603632440037894
33,I,H,C,-0.012329669656085257
33,I,H,D,-0.0024336257498946134
33,I,H,E,-0.01879864467002515
33,I,H,F,0.03337011439402811
33,I,H,G,-0.0010304297764542336
33,I,H,H,0.022026439989053542
33,I,H,I,-0.004895260875992152
33,I,M,A,-0.013408888891969187
33,I,M,B,0.0015751357413594236
33,I,M,C,-0.008263086835361241
33,I,M,D,-0.012406853815304236
33,I,M,E,-0.02478404599960389
33,I,M,F,0.03206929735878315
33,I,M,G,0.01190733379742441
33,I,M,H,0.02024818443590609
33,I,M,I,-0.006937075791234523
33,I,L,A,-0.019875296607468493
33,I,L,B,-0.017295057714362946
33,I,L,C,-0.012770977355776675
33,I,L,D,0.015307806886408856
33,I,L,E,-0.011854371267546793
33,I,L,F,0.029287447555101112
33,I,L,G,0.006850500907377516
33,I,L,H,0.01402108502841351
33,I,L,I,-0.0036711374321461154
34,C,H,A,-0.0019881809413100082
34,C,H,B,0.00011717693739445034
34,C,H,C,0.03205386228008342
34,C,H,D,-0.03172960358236708
34,C,H,E,0.045372782987995644
34,C,H,F,-0.047614703042736184
34,C,H,G,0.021547518282596753
34,C,H,H,-0.006346272480172624
34,C,H,I,-0.011412580441484368
34,C,M,A,0.0136155964654395
34,C,M,B,0.0030499419632402935
34,C,M,C,0.021736783995870257
34,C,M,D,-0.019008164121444432
34,C,M,E,0.0289922886472206
34,C,M,F,-0.0457877238129472
34,C,M,G,0.008920112772227234
34,C,M,H,-0.010427368418385624
34,C,M,I,-0.0010914674912206324
34,C,L,A,0.005236139784005639
34,C,L,B,0.00420203820598497
34,C,L,C,0.0743854334034984
34,C,L,D,-0.04073696559515291
34,C,L,E,0.03132385760353591
34,C,L,F,-0.03926065498381916
34,C,L,G,0.014701395646279716
34,C,L,H,-0.01913883445700064
34,C,L,I,-0.03071240960733193
34,I,H,A,-0.006189228642321229
34,I,H,B,0.007491434305211167
34,I,H,C,0.051580583973241056
34,I,H,D,-0.042591465451128074
34,I,H,E,0.06920700503142106
34,I,H,F,-0.07200314967182361
34,I,H,G,5.70170419674082e-05
34,I,H,H,-0.011008924823866242
34,I,H,I,0.0034567282372984787
34,I,M,A,-0.008991900810371808
34,I,M,B,0.0006508968591040498
34,I,M,C,0.036543868918313654
34,I,M,D,-0.03322441240189439
34,I,M,E,0.08252635906674564
34,I,M,F,-0.07560242160108659
34,I,M,G,-0.004458278165405408
34,I,M,H,-0.006713145030397938
34,I,M,I,0.009269033164992765
34,I,L,A,-0.04129963626842603
34,I,L,B,0.002501963909671695
34,I,L,C,0.0903039838415238
34,I,L,D,-0.03354708060775208
34,I,L,E,0.07105091200886125
34,I,L,F,-0.061890525409379935
34,I,L,G,0.03577796294771381
34,I,L,H,-0.023708057252315437
34,I,L,I,-0.039189523169897086
35,C,H,A,0.004424900610576446
35,C,H,B,0.01806562404863303
35,C,H,C,-0.01604383597925732
35,C,H,D,-0.011650759594821411
35,C,H,E,0.004642423496818149
35,C,H,F,0.0017075955124228603
35,C,H,G,-0.009789658780790675
35,C,H,H,0.00019714534684586726
35,C,H,I,0.008446565339573026
35,C,M,A,0.024748476418714055
35,C,M,B,0.02319685598097053
35,C,M,C,-0.022268688865828473
35,C,M,D,-0.009095199748399743
35,C,M,E,-0.02610405503940559
35,C,M,F,0.004188588011561717
35,C,M,G,-0.0031892722241214227
35,C,M,H,0.006880634758999818
35,C,M,I,0.0016426607075090832
35,C,L,A,0.004826108969378656
35,C,L,B,0.007251647541735795
35,C,L,C,-0.00220138503056036
35,C,L,D,-0.0029052880541469567
35,C,L,E,-0.01362255711401858
35,C,L,F,0.0005925540446373723
35,C,L,G,-0.000235747184625823
35,C,L,H,0.00012571473730067784
35,C,L,I,0.006168952090299232
35,I,H,A,0.013716599398104698
35,I,H,B,0.015011383736977357
35,I,H,C,-0.012454477907944628
35,I,H,D,-0.00883869691673636
35,I,H,E,-0.002865771463908262
35,I,H,F,-0.021185933350221786
35,I,H,G,-0.0007595171664480233
35,I,H,H,0.0016545275810161825
35,I,H,I,0.015721886089160822
35,I,M,A,0.031063538937007723
35,I,M,B,0.011943799300064756
35,I,M,C,-0.023354994578353896
35,I,M,D,-0.015725123537416924
35,I,M,E,-0.013831289992812995
35,I,M,F,-0.012298251171801569
35,I,M,G,-0.002116560609198098
35,I,M,H,0.014781098611580265
35,I,M,I,0.009537783040930725
35,I,L,A,-0.026315579477654685
35,I,L,B,-0.007041500411072904
35,I,L,C,-0.004006591961144279
35,I,L,D,0.0018699902711077354
35,I,L,E,0.010091905495007977
35,I,L,F,0.0014977186601560777
35,I,L,G,0.018542041491441022
35,I,L,H,0.00047745126461504195
35,I,L,I,0.004884564667543986
36,C,H,A,-0.0009661999653873404
36,C,H,B,-0.02914141171077629
36,C,H,C,-0.027260488219557885
36,C,H,D,0.00984307379230076
36,C,H,E,0.013368026712102798
36,C,H,F,-0.009326721566263838
36,C,H,G,-0.0314543275315647
36,C,H,H,0.04329868236500363
36,C,H,I,0.03163936612414289
36,C,M,A,-0.006398121961255429
36,C,M,B,-0.02086803159266927
36,C,M,C,-0.014994178741455422
36,C,M,D,0.01354463273947977
36,C,M,E,0.017802245607493314
36,C,M,F,-0.00618292333931246
36,C,M,G,-0.033640529391216145
36,C,M,H,0.04170807704008424
36,C,M,I,0.009028829638851418
36,C,L,A,-0.0057311715465769575
36,C,L,B,-0.025778283807579155
36,C,L,C,-0.011059648961103466
36,C,L,D,-0.0070279108618243324
36,C,L,E,0.02631629719402255
36,C,L,F,0.004161987340663281
36,C,L,G,-0.02750541258042974
36,C,L,H,0.024838616097142538
36,C,L,I,0.02178552712568531
36,I,H,A,-0.012833326535565237
36,I,H,B,-0.015165752450401929
36,I,H,C,-0.015223617022223343
36,I,H,D,0.00522527196656547
36,I,H,E,0.02354845798215123
36,I,H,F,0.0012835206254748627
36,I,H,G,-0.0312541788026174
36,I,H,H,0.03708408058216754
36,I,H,I,0.0073355436544488145
36,I,M,A,-0.005231086850415137
36,I,M,B,-0.0014654779911274646
36,I,M,C,-0.039462308320437095
36,I,M,D,0.0005294958246801207
36,I,M,E,0.01902617700129873
36,I,M,F,-0.019895943117206757
36,I,M,G,-0.01520158720388591
36,I,M,H,0.030340924782891313
36,I,M,I,0.03135980587420223
36,I,L,A,-0.0057958682509881565
36,I,L,B,-0.026947701643062094
36,I,L,C,-0.021593956804556225
36,I,L,D,0.024757110411243816
36,I,L,E,0.0012259682530016552
36,I,L,F,0.0005173157682244189
36,I,L,G,-0.025501612952423494
36,I,L,H,0.03360285263864328
36,I,L,I,0.01973589257991684
37,C,H,A,-0.030015232921841842
37,C,H,B,0.019863574483196256
37,C,H,C,-0.01788681105339765
37,C,H,D,0.025362424399582598
37,C,H,E,-0.00776375745268168
37,C,H,F,-0.009877309364528297
37,C,H,G,0.02967843117714969
37,C,H,H,0.01420921425510406
37,C,H,I,-0.023570533522583134
37,C,M,A,-0.02705520604041968
37,C,M,B,0.010111624049124357
37,C,M,C,-0.02283134626952779
37,C,M,D,0.002713844367688026
37,C,M,E,-0.00968443063922643
37,C,M,F,-0.0019383963237212254
37,C,M,G,0.02320982647784417
37,C,M,H,0.025892564564320736
37,C,M,I,-0.0004184801860821208
37,C,L,A,-0.028705600976840814
37,C,L,B,0.019359110916698535
37,C,L,C,-0.03495570266244315
37,C,L,D,0.03370859954366591
37,C,L,E,-0.010585525263028472
37,C,L,F,-0.006514404447764285
37,C,L,G,0.018138389419507545
37,C,L,H,0.011322640332824443
37,C,L,I,-0.0017675068626197138
37,I,H,A,-0.02606290870950266
37,I,H,B,0.03578159830235875
37,I,H,C,-0.04402693910620083
37,I,H,D,0.024208857076501347
37,I,H,E,-0.008808191014022845
37,I,H,F,-0.006488770392385185
37,I,H,G,0.007136491307127846
37,I,H,H,0.012806434840698266
37,I,H,I,0.005453427695425325
37,I,M,A,-0.02678064970978429
37,I,M,B,0.03334283385039544
37,I,M,C,-0.03184769449320517
37,I,M,D,-0.006837889315746359
37,I,M,E,0.02802590166913843
37,I,M,F,-0.021952680731533017
37,I,M,G,-0.005301103652606692
37,I,M,H,0.017274046876987637
37,I,M,I,0.014077235506354036
37,I,L,A,-0.03289047798698258
37,I,L,B,0.06439736537250218
37,I,L,C,-0.021897931302856347
37,I,L,D,0.007707476360243173
37,I,L,E,0.028437266955679025
37,I,L,F,-0.044411848377734695
37,I,L,G,-0.012269191177180477
37,I,L,H,0.012309755559727867
37,I,L,I,-0.0013824154033981462
38,C,H,A,0.0011944839015083641
38,C,H,B,0.014116911436038548
38,C,H,C,0.010918342446147922
38,C,H,D,-0.01961339545814189
38,C,H,E,0.04191625657958223
38,C,H,F,-0.041872146376762565
38,C,H,G,-0.002614651967841858
38,C,H,H,0.008725729244138433
38,C,H,I,-0.012771529804669224
38,C,M,A,-0.004709795438498962
38,C,M,B,0.006847596180583032
38,C,M,C,0.0607027138186525
38,C,M,D,-0.025266454400602864
38,C,M,E,0.04222100043320384
38,C,M,F,-0.04171501110968834
38,C,M,G,0.0019976812489514717
38,C,M,H,-0.02297133228148196
38,C,M,I,-0.017106398451118734
38,C,L,A,0.0035342120538229688
38,C,L,B,0.00021650256553222558
38,C,L,C,0.009556205227874814
38,C,L,D,-0.006305067109074636
38,C,L,E,0.034268245818244
38,C,L,F,-0.03634038457694437
38,C,L,G,0.005063355677856277
38,C,L,H,-0.01706626137313083
38,C,L,I,0.007073191715819507
38,I,H,A,-0.004629498891717765
38,I,H,B,0.009897010934003872
38,I,H,C,-0.0037415158570237306
38,I,H,D,-0.016855113476795067
38,I,H,E,0.053737659038455676
38,I,H,F,-0.04829405717627422
38,I,H,G,-0.007187431087926258
38,I,H,H,-0.003347517142569728
38,I,H,I,0.02042046365984719
38,I,M,A,-0.008771482169755387
38,I,M,B,-0.017488057766679263
38,I,M,C,0.03896681164441229
38,I,M,D,-0.014954191159906371
38,I,M,E,0.024586342858551796
38,I,M,F,-0.04596135238150288
38,I,M,G,0.030191960610661872
38,I,M,H,-0.030264821025661554
38,I,M,I,0.023694789389879442
38,I,L,A,-0.0032914936847691506
38,I,L,B,0.011341337216051947
38,I,L,C,0.006927837889420946
38,I,L,D,0.009290941933565652
38,I,L,E,0.011490193538252508
38,I,L,F,-0.04500261854352462
38,I,L,G,0.009360306798895351
38,I,L,H,-0.007572394117121892
38,I,L,I,0.007455888969229232
39,C,H,A,-0.0166738398434879
39,C,H,B,-0.01834726474628584
39,C,H,C,0.008277526017664114
39,C,H,D,0.014631537081572055
39,C,H,E,0.044185135941632855
39,C,H,F,-0.021132697591225144
39,C,H,G,-0.01811914668771386
39,C,H,H,-0.006208119683020624
39,C,H,I,0.013386869510864388
39,C,M,A,-0.008765288652955436
39,C,M,B,-0.010005658354757446
39,C,M,C,0.002650221380024062
39,C,M,D,-0.0019483609628345722
39,C,M,E,0.014778550587309591
39,C,M,F,0.004290262508997042
39,C,M,G,-0.01415797687728508
39,C,M,H,0.018841173955391588
39,C,M,I,-0.005682923583889707
39,C,L,A,-0.014202272549601408
39,C,L,B,-0.010144287341313424
39,C,L,C,0.0005537011102357131
39,C,L,D,0.01795797477521674
39,C,L,E,0.013447585877399498
39,C,L,F,-0.006735215916623766
39,C,L,G,-0.00907428724541054
39,C,L,H,0.002387578571343474
39,C,L,I,0.005809222718753754
39,I,H,A,-0.01929822189898909
39,I,H,B,-0.03137348100803978
39,I,H,C,-0.005949346546854847
39,I,H,D,-0.0009831675777025872
39,I,H,E,0.040179072109176026
39,I,H,F,-0.02916406040306531
39,I,H,G,-0.02527761248253657
39,I,H,H,0.027386092431021747
39,I,H,I,0.044480725376990465
39,I,M,A,-0.010225120017524632
39,I,M,B,-0.025168584245930235
39,I,M,C,-0.0021423219093743284
39,I,M,D,-0.01609621327054553
39,I,M,E,0.05866048073796247
39,I,M,F,-0.017021855507246844
39,I,M,G,-0.030425438436308877
39,I,M,H,0.008716044299185238
39,I,M,I,0.03370300834978279
39,I,L,A,-0.015326217756786255
39,I,L,B,-0.020874093092146946
39,I,L,C,-0.007464183196158977
39,I,L,D,-0.010234025722758305
39,I,L,E,0.024372934362660595
39,I,L,F,-0.0018719839808625516
39,I,L,G,-0.03407477354915196
39,I,L,H,0.04829168530917907
39,I,L,I,0.01718065762602536
40,C,H,A,-0.009945522478539318
40,C,H,B,-0.0021455718091534237
40,C,H,C,0.010569976976949058
40,C,H,D,-0.011075596179873165
40,C,H,E,-0.002166766423840491
40,C,H,F,0.022560165307070723
40,C,H,G,0.016205245062761997
40,C,H,H,0.005516043925548025
40,C,H,I,-0.02951797438092342
40,C,M,A,-0.00440560122265804
40,C,M,B,0.004252747122741457
40,C,M,C,-0.012578032765319672
40,C,M,D,0.004881544281004929
40,C,M,E,-0.005764329882164826
40,C,M,F,0.0021495229957582407
40,C,M,G,0.010149934753316298
40,C,M,H,0.006271013342892484
40,C,M,I,-0.004956798625570885
40,C,L,A,-0.0014074815965037651
40,C,L,B,0.010537290799013818
40,C,L,C,0.0019860327930120714
40,C,L,D,-0.02330217879109192
40,C,L,E,-0.004585133265613092
40,C,L,F,0.03912038953841934
40,C,L,G,-0.00794711908852222
40,C,L,H,0.016712365494626485
40,C,L,I,-0.031114165883340733
40,I,H,A,0.0017111858764549265
40,I,H,B,0.001642735926138783
40,I,H,C,0.013491233157505278
40,I,H,D,-0.031183187259902698
40,I,H,E,0.03194849204469501
40,I,H,F,-0.006736430210446009
40,I,H,G,-0.019973381269678236
40,I,H,H,0.02447075767572797
40,I,H,I,-0.015371405940495006
40,I,M,A,0.001267141514874795
40,I,M,B,-0.00032439770534677115
40,I,M,C,0.006331242369416901
40,I,M,D,-0.011913811171487931
40,I,M,E,0.007783835715690884
40,I,M,F,0.01135786263267885
40,I,M,G,-0.009490753571139793
40,I,M,H,0.005928006101002831
40,I,M,I,-0.010939125885689793
40,I,L,A,0.005105000873162721
40,I,L,B,-0.0062786239172714225
40,I,L,C,0.026428435827428293
40,I,L,D,-0.025704620592463326
40,I,L,E,0.0074013781033601955
40,I,L,F,0.00815987541611024
40,I,L,G,-0.0014716526295234234
40,I,L,H,0.0070981475642290515
40,I,L,I,-0.02073794064503233
41,C,H,A,-0.00872512418592461
41,C,H,B,-0.025589362967032438
41,C,H,C,0.05639048403635913
41,C,H,D,-0.007774092326487736
41,C,H,E,-0.0006200423605173255
41,C,H,F,0.009835146152557928
41,C,H,G,0.003810152297865091
41,C,H,H,-0.04154873596445394
41,C,H,I,0.01422157531763392
41,C,M,A,-0.01658836421592111
41,C,M,B,-0.01915130052791922
41,C,M,C,0.03563660713249098
41,C,M,D,0.00946957783852119
41,C,M,E,-0.024060967378274317
41,C,M,F,0.017638238133813378
41,C,M,G,0.021127540169880707
41,C,M,H,-0.028933086599900307
41,C,M,I,0.004861755447308699
41,C,L,A,-0.0044239888810086725
41,C,L,B,-0.026366185147470494
41,C,L,C,0.05282660820130733
41,C,L,D,-0.00327157725253778
41,C,L,E,-0.022525859483169305
41,C,L,F,0.028076118945003253
41,C,L,G,0.008561689559920468
41,C,L,H,-0.03406464128854721
41,C,L,I,0.00118783534650245
41,I,H,A,0.02224557307666783
41,I,H,B,-0.023076949813408812
41,I,H,C,0.05269167650557918
41,I,H,D,-0.007657342081895377
41,I,H,E,0.016354951692449035
41,I,H,F,-0.022598786047461183
41,I,H,G,-0.016980494051774056
41,I,H,H,-0.03660952951696371
41,I,H,I,0.01563090023680712
41,I,M,A,-0.0014086528217527594
41,I,M,B,-0.02588381539500348
41,I,M,C,0.05975117106350761
41,I,M,D,0.004285276495086171
41,I,M,E,0.022181804050186535
41,I,M,F,-0.008644156024036162
41,I,M,G,-0.007319788874692965
41,I,M,H,-0.033274635173114284
41,I,M,I,-0.009687203320180651
41,I,L,A,-0.020156755193021944
41,I,L,B,-0.028083431429609507
41,I,L,C,0.09892708884794851
41,I,L,D,-0.025866928174238357
41,I,L,E,0.02498790745105199
41,I,L,F,-0.020352275670388928
41,I,L,G,0.010897684991889547
41,I,L,H,-0.045948368299047165
41,I,L,I,0.005595077475415877
42,C,H,A,-0.04309026214132224
42,C,H,B,-0.002328095600890409
42,C,H,C,-0.022460039844976395
42,C,H,D,0.057557209731165
42,C,H,E,-0.021866920781578175
42,C,H,F,-0.02015637698655584
42,C,H,G,0.04151479693650943
42,C,H,H,-0.001517887873294238
42,C,H,I,0.01234757656094286
42,C,M,A,-0.027648085177840828
42,C,M,B,0.02144040935955613
42,C,M,C,-0.05748363621588308
42,C,M,D,0.05925823453671773
42,C,M,E,-0.011771167284051226
42,C,M,F,-0.02055009323391299
42,C,M,G,0.02744311837290027
42,C,M,H,-0.0018308688740832496
42,C,M,I,0.011142088516597218
42,C,L,A,-0.026641537173561686
42,C,L,B,0.008283193586352003
42,C,L,C,-0.04257483377284496
42,C,L,D,0.08102585901404637
42,C,L,E,-0.027313879069666244
42,C,L,F,-0.024460979415683162
42,C,L,G,0.024068752084071596
42,C,L,H,-0.006215013571655589
42,C,L,I,0.01382843831894165
42,I,H,A,-0.027918663735620936
42,I,H,B,0.01173846542311588
42,I,H,C,-0.01316826928633845
42,I,H,D,0.03217435485704838
42,I,H,E,-0.008306246212016477
42,I,H,F,-0.025906955846477453
42,I,H,G,0.013483197328717708
42,I,H,H,0.007886541584478587
42,I,H,I,0.01001757588709272
42,I,M,A,-0.016583768759150713
42,I,M,B,0.0035758775483161476
42,I,M,C,-0.02959958549874983
42,I,M,D,0.0566152924522066
42,I,M,E,-0.025549747665609662
42,I,M,F,-0.010215352623758014
42,I,M,G,-0.002321262440688837
42,I,M,H,0.011241269376112126
42,I,M,I,0.012837277611322154
42,I,L,A,-0.02225942040453731
42,I,L,B,0.008628597991375664
42,I,L,C,-0.03951515426537136
42,I,L,D,0.009200223069305583
42,I,L,E,0.011814420721741437
42,I,L,F,-0.017175734065648554
42,I,L,G,-0.00029674615747901645
42,I,L,H,0.00836417118744194
42,I,L,I,0.04123964192317159
43,C,H,A,-0.1741599239540499
43,C,H,B,-0.0014266599980053835
43,C,H,C,0.0008468375600979572
43,C,H,D,0.04753480314970179
43,C,H,E,0.02772635715405765
43,C,H,F,0.001798348404222036
43,C,H,G,0.03715845557251614
43,C,H,H,0.04092191672897878
43,C,H,I,0.019599865382480958
43,C,M,A,-0.1478244511903673
43,C,M,B,0.026208361842369354
43,C,M,C,0.0031044541904183265
43,C,M,D,0.03170129351293802
43,C,M,E,0.009554670748426211
43,C,M,F,0.025514078156862033
43,C,M,G,0.033931732591831784
43,C,M,H,-0.0029633677876414605
43,C,M,I,0.02077322793516309
43,C,L,A,-0.15478415358074937
43,C,L,B,0.015944693076119204
43,C,L,C,0.004773947620687072
43,C,L,D,0.05221138894820332
43,C,L,E,-0.004508856513614268
43,C,L,F,0.019305013077590846
43,C,L,G,0.04049208244463702
43,C,L,H,0.02076572508586108
43,C,L,I,0.005800159841265112
43,I,H,A,-0.16417833147090277
43,I,H,B,0.0073451148505257885
43,I,H,C,0.004196217259635565
43,I,H,D,0.06320071139966904
43,I,H,E,0.019080809375080915
43,I,H,F,0.0029710143150502577
43,I,H,G,0.02760568106355664
43,I,H,H,0.018220523150530007
43,I,H,I,0.021558260056854572
43,I,M,A,-0.14874240873483088
43,I,M,B,0.0004765979890791472
43,I,M,C,-0.0005000567325304378
43,I,M,D,0.07959441398243208
43,I,M,E,-0.010067027011210303
43,I,M,F,0.01940649879030247
43,I,M,G,0.02589693972731756
43,I,M,H,0.029397655251885077
43,I,M,I,0.004537386737555327
43,I,L,A,-0.14977293404752154
43,I,L,B,0.03817423151615197
43,I,L,C,0.013293358614649864
43,I,L,D,0.03217451969470636
43,I,L,E,0.0073330626104029795
43,I,L,F,0.0018508504271517179
43,I,L,G,0.0326022034155177
43,I,L,H,0.024757116981443283
43,I,L,I,-0.00041240921250232376
44,C,H,A,-0.015419569032725872
44,C,H,B,0.021818833818427835
44,C,H,C,0.004716239502116248
44,C,H,D,0.0008742577806712115
44,C,H,E,-0.013096306394163981
44,C,H,F,-0.028450660125806715
44,C,H,G,0.0806827389717626
44,C,H,H,-0.006530963335863019
44,C,H,I,-0.04459457118441833
44,C,M,A,-0.007565351434215856
44,C,M,B,0.018629810725426355
44,C,M,C,0.0019925456849737844
44,C,M,D,0.0008059436886029003
44,C,M,E,-0.023827005276354493
44,C,M,F,-0.03965288106274062
44,C,M,G,0.06931886070270109
44,C,M,H,-0.007203686196235334
44,C,M,I,-0.012498236832157839
44,C,L,A,-0.009678525070639515
44,C,L,B,0.013528563393223475
44,C,L,C,0.007846377194465515
44,C,L,D,-0.00970194860646137
44,C,L,E,-0.010393310945437079
44,C,L,F,-0.03157995897723016
44,C,L,G,0.06513030600309656
44,C,L,H,-0.0057161043721322136
44,C,L,I,-0.01943539861888524
44,I,H,A,-0.018656632589388857
44,I,H,B,0.021632838110690916
44,I,H,C,0.032077145903701004
44,I,H,D,-0.0213279833019695
44,I,H,E,0.006117445385898784
44,I,H,F,-0.03603331025430506
44,I,H,G,0.046605869750288284
44,I,H,H,-0.011684585803051414
44,I,H,I,-0.01873078720186419
44,I,M,A,-0.03200459227078622
44,I,M,B,0.032072598272870304
44,I,M,C,0.024450935561581483
44,I,M,D,0.0010531296387276678
44,I,M,E,-0.011504565160263061
44,I,M,F,-0.05103416681430438
44,I,M,G,0.061753075424952245
44,I,M,H,-0.014553714089785397
44,I,M,I,-0.010232700562992664
44,I,L,A,-0.011775707775333932
44,I,L,B,0.019038908992639658
44,I,L,C,0.04307216235553901
44,I,L,D,-0.02703802573459199
44,I,L,E,0.009877062004193082
44,I,L,F,-0.04083124114671731
