Subject,Cond,Int,State,Delta
15,I,H,G,0.06117297412701113
15,I,H,H,-0.04064408463836111
15,I,H,I,-0.01927686890711311
15,I,M,A,-0.026368686935558105
15,I,M,B,-0.0471779107268169
15,I,M,C,0.045421758108212265
15,I,M,D,0.007375233744878001
15,I,M,E,0.0067097437048316555
15,I,M,F,0.015077919880862156
15,I,M,G,0.006331305853607097
15,I,M,H,-0.030301354312893658
15,I,M,I,0.022931990682877476
15,I,L,A,-0.02534581766134253
15,I,L,B,-0.06615180268835365
15,I,L,C,0.04871904047770996
15,I,L,D,0.009516376341279248
15,I,L,E,0.034299072037286576
15,I,L,F,-0.007543423090321952
15,I,L,G,0.015495189144070276
15,I,L,H,-0.02337202629178063
15,I,L,I,0.014383391731452685
16,C,H,A,-0.03782457789151278
16,C,H,B,-0.030671450017018667
16,C,H,C,0.02799561887900015
16,C,H,D,0.012236427418143278
16,C,H,E,0.020358878997182153
16,C,H,F,0.0011648806215718288
16,C,H,G,-0.014182504499175755
16,C,H,H,0.009749816854859344
16,C,H,I,0.011172909636950445
16,C,M,A,-0.027308587528211803
16,C,M,B,-0.04377629777649333
16,C,M,C,0.03065566704813147
16,C,M,D,-0.0008587696375571691
16,C,M,E,0.03583959536488347
16,C,M,F,0.004904416116590982
16,C,M,G,-0.01959619022055105
16,C,M,H,-5.080948030429522e-05
16,C,M,I,0.0201909761135117
16,C,L,A,-0.008462070637178049
16,C,L,B,-0.02062357079751062
16,C,L,C,0.022116830541504456
16,C,L,D,-0.0027173596924939536
16,C,L,E,0.020253741499919695
16,C,L,F,-0.0038995117465628615
16,C,L,G,-0.019837955767014956
16,C,L,H,0.0005522848301913047
16,C,L,I,0.012617611769144998
16,I,H,A,-0.023694978952323115
16,I,H,B,-0.02578183547986422
16,I,H,C,0.01301826404702977
16,I,H,D,-0.004196700665153388
16,I,H,E,0.04272764909231415
16,I,H,F,-0.004882409888546921
16,I,H,G,-0.027655807218327222
16,I,H,H,0.016348392703971815
16,I,H,I,0.014117426360899105
16,I,M,A,-0.04283797396931474
16,I,M,B,-0.04637192069839835
16,I,M,C,0.01895210421663171
16,I,M,D,-0.005899024658297711
16,I,M,E,0.07189565198920174
16,I,M,F,-0.012208402807171656
16,I,M,G,-0.041077887215478864
16,I,M,H,0.027058942319167265
16,I,M,I,0.03048851082366058
16,I,L,A,-0.011756311529615843
16,I,L,B,-0.04263142964977145
16,I,L,C,0.026068530841125953
16,I,L,D,-0.012563583163265848
16,I,L,E,0.06094328016057114
16,I,L,F,-0.0026756166637778855
16,I,L,G,-0.026552169800400413
16,I,L,H,0.0014563426519967476
16,I,L,I,0.007710957153137604
17,C,H,A,0.004275979207389924
17,C,H,B,-0.018785028387456326
17,C,H,C,0.006161653914572671
17,C,H,D,-0.005114098421563795
17,C,H,E,0.011167273518966098
17,C,H,F,0.0022019654266717814
17,C,H,G,0.004789715353611765
17,C,H,H,-0.015972632110665116
17,C,H,I,0.011275171498473069
17,C,M,A,0.018645294044777022
17,C,M,B,-0.03649749083850423
17,C,M,C,-0.0009267167983932345
17,C,M,D,0.008531627976362324
17,C,M,E,0.005670499870654322
17,C,M,F,0.004196691081961426
17,C,M,G,-0.007007219413181762
17,C,M,H,-0.0072454720656264515
17,C,M,I,0.014632786141950627
17,C,L,A,0.0001917503048334268
17,C,L,B,0.0004185874333834938
17,C,L,C,-0.00045225604758697413
17,C,L,D,0.006677532911563255
17,C,L,E,0.005204110567531894
17,C,L,F,-0.010229615451504762
17,C,L,G,-0.010856692004870966
17,C,L,H,-0.007344909533172905
17,C,L,I,0.016391491819823606
17,I,H,A,-0.0008203709295458439
17,I,H,B,-0.02259038254132173
17,I,H,C,0.010028520482748104
17,I,H,D,-0.0060659713518605995
17,I,H,E,-0.0012458930887772751
17,I,H,F,0.014788999648294346
17,I,H,G,-0.0005904359915440555
17,I,H,H,0.009799740333500812
17,I,H,I,-0.0033042065614937027
17,I,M,A,0.0049964841257487125
17,I,M,B,0.007910298619631134
17,I,M,C,0.011831879280816346
17,I,M,D,0.003988262317508831
17,I,M,E,0.0038730502519880305
17,I,M,F,-0.0026608500846469207
17,I,M,G,-0.006918777446554711
17,I,M,H,-0.013972768665888896
17,I,M,I,-0.009047578398602499
17,I,L,A,-0.0030564792047185485
17,I,L,B,0.0008921258710879454
17,I,L,C,-0.001394377131064245
17,I,L,D,0.00846648636709528
17,I,L,E,0.0009751747428555918
17,I,L,F,-0.0056254582192729885
17,I,L,G,-0.007263297747249223
17,I,L,H,0.005552417756574141
17,I,L,I,0.0014534075646921024
18,C,H,A,0.005597539068303695
18,C,H,B,-0.008505747126436786
18,C,H,C,-0.021165498331915125
18,C,H,D,0.044828599213906584
18,C,H,E,-0.02445763604684144
18,C,H,F,-0.012924821373097237
18,C,H,G,0.016548685116901024
18,C,H,H,-0.012766927347137247
18,C,H,I,0.012845806826316572
18,C,M,A,0.014376072336880666
18,C,M,B,0.0018779342723004577
18,C,M,C,-0.01787830390096158
18,C,M,D,0.02675752911515314
18,C,M,E,-0.025356939916033605
18,C,M,F,-0.005386372287780744
18,C,M,G,0.030525534720268338
18,C,M,H,-0.03089061198369221
18,C,M,I,0.005975157643865553
18,C,L,A,0.003728465172194162
18,C,L,B,-0.015468637057264478
18,C,L,C,0.0004053398133845587
18,C,L,D,0.019069693268116306
18,C,L,E,-0.01865782492517555
18,C,L,F,-0.0010255878720259043
18,C,L,G,0.029045036330901275
18,C,L,H,-0.018867669843931567
18,C,L,I,0.001771185113801213
18,I,H,A,0.015573300233522616
18,I,H,B,-0.007562022900763368
18,I,H,C,-0.01749304066761749
18,I,H,D,0.013636180156259836
18,I,H,E,-0.002172604898293573
18,I,H,F,-0.017298285881301154
18,I,H,G,-0.0144136295273036
18,I,H,H,-0.0032718299530861694
18,I,H,I,0.03300193343858296
18,I,M,A,0.00897041161769603
18,I,M,B,-0.005733186328555684
18,I,M,C,-0.021399818878367366
18,I,M,D,0.026880076231737243
18,I,M,E,-0.003010272628219998
18,I,M,F,-0.01099183527518699
18,I,M,G,-0.018953348871617398
18,I,M,H,-0.0136470550892199
18,I,M,I,0.037885029221734076
18,I,L,A,-0.00906398735756761
18,I,L,B,-0.02730018336749003
18,I,L,C,0.018585734346428046
18,I,L,D,-0.006346924015741676
18,I,L,E,0.02413657132579626
18,I,L,F,-0.010748352170528844
18,I,L,G,0.00393452676624137
18,I,L,H,-0.02282740514404938
18,I,L,I,0.02963001961691189
19,C,H,A,-0.007633842311418407
19,C,H,B,0.04777981191347305
19,C,H,C,-0.03345795433535251
19,C,H,D,0.0012509750311583273
19,C,H,E,-0.01625238396384683
19,C,H,F,-0.031930636300283366
19,C,H,G,0.03421812709647434
19,C,H,H,-0.0013267976541163212
19,C,H,I,0.007352700523911723
19,C,M,A,-0.0013297438801012085
19,C,M,B,0.05399149835879935
19,C,M,C,-0.022841754433685302
19,C,M,D,-0.00577678835247504
19,C,M,E,-0.027203322719946438
19,C,M,F,-0.02912279923336686
19,C,M,G,0.06924492230942925
19,C,M,H,-0.017287072341758122
19,C,M,I,-0.019674939706895614
19,C,L,A,0.004487429318665748
19,C,L,B,0.029811285405777335
19,C,L,C,-0.002466548404120722
19,C,L,D,-0.014364511042621708
19,C,L,E,0.0009522725353789951
19,C,L,F,-0.03078131832633993
19,C,L,G,0.03992905927507551
19,C,L,H,-0.010869081289327787
19,C,L,I,-0.01669858747248744
19,I,H,A,0.01590819393820052
19,I,H,B,0.03790107462999842
19,I,H,C,-0.03712885765497066
19,I,H,D,0.01991644429150846
19,I,H,E,-0.03629877103226839
19,I,H,F,-0.035086171224945714
19,I,H,G,0.04362026902446678
19,I,H,H,-0.01656051854804931
19,I,H,I,0.00772833657605991
19,I,M,A,0.009577310096720748
19,I,M,B,0.039779970242387636
19,I,M,C,-0.018101150827286222
19,I,M,D,0.0009291782418745648
19,I,M,E,-0.014978288919431731
19,I,M,F,-0.021068720118272988
19,I,M,G,0.026233059935771436
19,I,M,H,-0.01953723309574612
19,I,M,I,-0.0028341255560172945
19,I,L,A,-0.009187368877912244
19,I,L,B,0.00909055097512887
19,I,L,C,0.0014043265245556324
19,I,L,D,-0.00855398682863763
19,I,L,E,0.009687408967179734
19,I,L,F,-0.036923948956920596
19,I,L,G,0.024674030915480982
19,I,L,H,0.005703577995501544
19,I,L,I,0.004105409285623696
20,C,H,A,-0.02448158673944996
20,C,H,B,-0.03184373832960438
20,C,H,C,0.009587240033331196
20,C,H,D,-0.015109648499634337
20,C,H,E,0.0896079196973237
20,C,H,F,-0.013337334603956738
20,C,H,G,-0.03201069538777529
20,C,H,H,-0.004889517194750906
20,C,H,I,0.02247736102451671
20,C,M,A,-0.012187599934924048
20,C,M,B,-0.02400670958158485
20,C,M,C,0.022820463661221396
20,C,M,D,-0.025903457962599435
20,C,M,E,0.07976606371565897
20,C,M,F,-0.016891045920532484
20,C,M,G,-0.023867265561946183
20,C,M,H,-0.0030971600760495294
20,C,M,I,0.003366711660756111
20,C,L,A,-0.006350411128603392
20,C,L,B,-0.036054173258212016
20,C,L,C,0.019548629049652766
20,C,L,D,-0.005806583352419806
20,C,L,E,0.03719433641790093
20,C,L,F,-0.006990779655637255
20,C,L,G,-0.009229258874073082
20,C,L,H,-0.01357667299507069
20,C,L,I,0.021264913796462545
20,I,H,A,-0.024630404358058355
20,I,H,B,-0.03753073136003218
20,I,H,C,-0.008504185919778556
20,I,H,D,-0.018595705186123496
20,I,H,E,0.11647315279661738
20,I,H,F,-0.018722007103945823
20,I,H,G,-0.03465574194092816
20,I,H,H,0.008795469894883903
20,I,H,I,0.017370153177365275
20,I,M,A,-0.027958100034459463
20,I,M,B,-0.03514172518346234
20,I,M,C,-0.002844109163929631
20,I,M,D,-0.01760604132651293
20,I,M,E,0.10119599197820225
20,I,M,F,-0.013119301028618358
20,I,M,G,-0.024641183444024287
20,I,M,H,0.003833887060568239
20,I,M,I,0.01628058114223653
20,I,L,A,-0.0319618086144452
20,I,L,B,-0.04365839369269359
20,I,L,C,0.017650267663978175
20,I,L,D,-0.0006239611046011534
20,I,L,E,0.10959899100331807
20,I,L,F,-0.02210692904498033
20,I,L,G,-0.030285210017155673
20,I,L,H,-0.014006191734193513
20,I,L,I,0.015393235540773195
21,C,H,A,-0.01945249519994456
21,C,H,B,-0.020134485882238387
21,C,H,C,0.02552872367753295
21,C,H,D,0.026056178530404983
21,C,H,E,0.0014302354347344587
21,C,H,F,-0.030803766214232517
21,C,H,G,-0.003945321892163428
21,C,H,H,-0.008126181088764652
21,C,H,I,0.02944711263467112
21,C,M,A,-0.014528282478626711
21,C,M,B,-0.0028371149563730658
21,C,M,C,0.007766509701186836
21,C,M,D,0.015939916906310442
21,C,M,E,0.015943034827506683
21,C,M,F,-0.014380133767536843
21,C,M,G,0.004083752650088007
21,C,M,H,-0.011546966303275827
21,C,M,I,-0.0004407165792795209
21,C,L,A,-0.020968873787004128
21,C,L,B,-0.008702671026200322
21,C,L,C,0.00710281037831198
21,C,L,D,0.019493654344211964
21,C,L,E,0.017371568124885536
21,C,L,F,-0.028354432017125897
21,C,L,G,-0.005532221875143656
21,C,L,H,-0.004634351970501417
21,C,L,I,0.02422451782856594
21,I,H,A,-0.014678928649697831
21,I,H,B,-0.0070567394875630865
21,I,H,C,-0.017934472223812115
21,I,H,D,0.040705298638473525
21,I,H,E,0.004136897682966295
21,I,H,F,-0.03200925418087387
21,I,H,G,-0.008974427447078395
21,I,H,H,-0.0056137552524126305
21,I,H,I,0.04142538091999809
21,I,M,A,-0.023511998794034247
21,I,M,B,-0.019380465294835815
21,I,M,C,0.004702024143969197
21,I,M,D,0.021613448940792396
21,I,M,E,0.014928864494398744
21,I,M,F,-0.03460505352388818
21,I,M,G,-0.015115346396395793
21,I,M,H,0.003394977636622054
21,I,M,I,0.04797354879337165
21,I,L,A,-0.017672720320846005
21,I,L,B,-0.014993923633242402
21,I,L,C,0.02370996428635086
21,I,L,D,0.002682442733279805
21,I,L,E,0.020889383952901644
21,I,L,F,-0.035122400114856456
21,I,L,G,-0.0076814451096021
21,I,L,H,-0.018691555440839495
21,I,L,I,0.046880253646854164
22,C,H,A,0.01034879004494936
22,C,H,B,0.0068211864707619085
22,C,H,C,-0.007087009258230942
22,C,H,D,0.0029170528776543414
22,C,H,E,-0.010303808574224499
22,C,H,F,-0.0018708630887962763
22,C,H,G,-0.014816836441460937
22,C,H,H,0.0027166257667367855
22,C,H,I,0.011274862202610286
22,C,M,A,-0.004529984944730725
22,C,M,B,-0.002819371150579175
22,C,M,C,7.314530621446713e-05
22,C,M,D,-0.013208191127754648
22,C,M,E,0.006176380899248823
22,C,M,F,0.006826250917323112
22,C,M,G,0.0009220554819145965
22,C,M,H,0.012703882890536228
22,C,M,I,-0.006144168272172651
22,C,L,A,0.006996416288436932
22,C,L,B,0.010641412283235466
22,C,L,C,-0.014464316841882416
22,C,L,D,0.0034078662755406275
22,C,L,E,-0.007383508986534865
22,C,L,F,-0.003842299578955155
22,C,L,G,-0.0009393110050775477
22,C,L,H,0.005865739746089005
22,C,L,I,-0.0002819981808520333
22,I,H,A,0.001185467002865731
22,I,H,B,-0.008219067560816917
22,I,H,C,-0.009325826152572853
22,I,H,D,-0.005240115561517961
22,I,H,E,0.015897082029090293
22,I,H,F,-0.0016744811060593612
22,I,H,G,-0.014294989353522011
22,I,H,H,0.011753998564333484
22,I,H,I,0.009917932138199609
22,I,M,A,0.0038725144913573095
22,I,M,B,0.000680619479194941
22,I,M,C,-0.02203969299187214
22,I,M,D,-0.0003323988817847401
22,I,M,E,0.01185212803557606
22,I,M,F,0.0013932597389061108
22,I,M,G,-0.015427895064667824
22,I,M,H,0.024559033017710313
22,I,M,I,-0.004557567824420017
22,I,L,A,-0.0003076451692041876
22,I,L,B,0.018880331467848163
22,I,L,C,-0.005658233541409374
22,I,L,D,0.0033109959132664735
22,I,L,E,0.004345967993894029
22,I,L,F,-0.010445598636217815
22,I,L,G,-0.005722527777836023
22,I,L,H,-0.007209459771151311
22,I,L,I,0.002806169520810059
23,C,H,A,-0.016289082306135974
23,C,H,B,-0.012384906612970675
23,C,H,C,-0.007474078491070235
23,C,H,D,-0.012821314352570265
23,C,H,E,0.02385433506874099
23,C,H,F,-0.004551709623264968
23,C,H,G,-0.02314025129300354
23,C,H,H,0.04101286604135368
23,C,H,I,0.011794141568920974
23,C,M,A,-0.013842905236684244
23,C,M,B,-0.018769806026868438
23,C,M,C,0.0019006272556755244
23,C,M,D,0.018223070750318066
23,C,M,E,-0.015423806906627785
23,C,M,F,0.006360012776997381
23,C,M,G,-0.0029173315987656157
23,C,M,H,0.02526267311944999
23,C,M,I,-0.0007925341334948932
23,C,L,A,-0.009600377825084772
23,C,L,B,-0.0002845278010031732
23,C,L,C,0.021564677649408878
23,C,L,D,-0.007059833646818767
23,C,L,E,0.013077111352182924
23,C,L,F,-0.008360561260769478
23,C,L,G,0.001179707134271707
23,C,L,H,0.0013097531081284475
23,C,L,I,-0.011825948710315767
23,I,H,A,-0.02438309157531554
23,I,H,B,-0.009979046493744315
23,I,H,C,0.003254314791834176
23,I,H,D,-0.00807479474884265
23,I,H,E,0.03645933747423613
23,I,H,F,-0.021694407113822436
23,I,H,G,-0.011563516715483724
23,I,H,H,0.03789824594837882
23,I,H,I,-0.0019170415672404573
23,I,M,A,-0.022250775524292846
23,I,M,B,-0.015649390034351715
23,I,M,C,-0.005443649698053957
23,I,M,D,0.006100473514751542
23,I,M,E,0.03867811691712689
23,I,M,F,-0.013936777376890336
23,I,M,G,-0.0368030241217351
23,I,M,H,0.022595149412417526
23,I,M,I,0.026709876911027997
23,I,L,A,-0.017697460431174566
23,I,L,B,-0.012425258541409565
23,I,L,C,0.004898844875187713
23,I,L,D,-0.0027688930452188926
23,I,L,E,0.040583030847567286
23,I,L,F,-0.020539537607785152
23,I,L,G,-0.024305186979056592
23,I,L,H,0.025495313697769056
23,I,L,I,0.006759147184120712
24,C,H,A,0.013433064940756398
24,C,H,B,-0.011536534979964791
24,C,H,C,0.011721415119042428
24,C,H,D,-0.016334161112598333
24,C,H,E,0.007146606655438592
24,C,H,F,-0.006167365134528785
24,C,H,G,-0.01544020615133862
24,C,H,H,0.0014980071273051065
24,C,H,I,0.01567917353588802
24,C,M,A,0.010308878999773202
24,C,M,B,-0.01801899572206249
24,C,M,C,0.0070202162582405775
24,C,M,D,0.0032393975817105736
24,C,M,E,-0.0035302891513525336
24,C,M,F,-0.009836643706960593
24,C,M,G,-0.0031435526273752012
24,C,M,H,0.012990140969883171
24,C,M,I,0.0009708473981432791
24,C,L,A,-0.01377833038564659
24,C,L,B,-0.009692161798791787
24,C,L,C,0.0005610462634895591
24,C,L,D,0.007145173068775712
24,C,L,E,0.01088296155582058
24,C,L,F,-0.020762908395471263
24,C,L,G,-0.00983393743716679
24,C,L,H,0.013070739223051658
24,C,L,I,0.022407417905938934
24,I,H,A,-0.005029657297889623
24,I,H,B,-0.007871886534821348
24,I,H,C,0.02098601228686138
24,I,H,D,-0.015331080661686425
24,I,H,E,0.015550623014150528
24,I,H,F,-0.010919509433386265
24,I,H,G,-0.01147505766102154
24,I,H,H,-0.0019890066164887504
24,I,H,I,0.016079562904282044
24,I,M,A,-0.0048007144091938014
24,I,M,B,-0.0013329733660854964
24,I,M,C,0.0027297830492387237
24,I,M,D,0.011674005429523127
24,I,M,E,0.01826574427258787
24,I,M,F,-0.023702922387120767
24,I,M,G,0.012509698769990224
24,I,M,H,-0.011919322092074663
24,I,M,I,-0.003423299266865215
24,I,L,A,-0.01759480937292976
24,I,L,B,-0.015035627323816303
24,I,L,C,0.018496542758599382
24,I,L,D,0.0031345286495491897
24,I,L,E,0.030692006920318357
24,I,L,F,-0.04204260547520963
24,I,L,G,0.0002507390817481081
24,I,L,H,0.0003248247707079571
24,I,L,I,0.021774399991032714
25,C,H,A,-0.035348877287665365
25,C,H,B,-0.025761234189983086
25,C,H,C,-0.04136258854769563
25,C,H,D,0.07783372987488596
25,C,H,E,-0.017961350938350107
25,C,H,F,-0.01169739518637819
25,C,H,G,0.017007255741958854
25,C,H,H,-0.02866396215814332
25,C,H,I,0.06595442269137086
25,C,M,A,-0.011862411493208214
25,C,M,B,-0.016252968341038926
25,C,M,C,-0.03146637034600523
25,C,M,D,0.07415747237711603
25,C,M,E,-0.02046506738456115
25,C,M,F,-0.060294536456167835
25,C,M,G,0.016868008918836247
25,C,M,H,-0.03791645411080788
25,C,M,I,0.08723232683583695
25,C,L,A,-0.02806122127533047
25,C,L,B,-0.02454433642527039
25,C,L,C,-0.028116095462937668
25,C,L,D,0.07616946762775562
25,C,L,E,-0.010684029246423324
25,C,L,F,-0.019887494515402296
25,C,L,G,0.03318159279676022
25,C,L,H,-0.03794326974741981
25,C,L,I,0.039885386248268095
25,I,H,A,-0.035923565865088956
25,I,H,B,-0.02120496529452253
25,I,H,C,-0.029912894359897177
25,I,H,D,0.07490638084114423
25,I,H,E,0.002722988935768736
25,I,H,F,-0.032654559958670185
25,I,H,G,0.014905059248200125
25,I,H,H,-0.012629694319715876
25,I,H,I,0.03979125077278162
25,I,M,A,-0.0387756744376476
25,I,M,B,-0.023968531385972457
25,I,M,C,-0.020255968257358842
25,I,M,D,0.09192229972164509
25,I,M,E,-0.009095592063899816
25,I,M,F,-0.034506252715770014
25,I,M,G,0.01362686625192136
25,I,M,H,-0.020283267466982016
25,I,M,I,0.04133612035406428
25,I,L,A,-0.04211066790968893
25,I,L,B,-0.029312949337756085
25,I,L,C,-0.006100794153685696
25,I,L,D,0.05902996868023777
25,I,L,E,0.01266240902113236
25,I,L,F,-0.023834662756898023
25,I,L,G,0.026673731592998906
25,I,L,H,-0.01804703524785918
25,I,L,I,0.021040000111518853
26,C,H,A,0.025320604319472167
26,C,H,B,0.01698663272510538
26,C,H,C,-0.028336770659117078
26,C,H,D,-0.007093157331112654
26,C,H,E,0.03107933190084347
26,C,H,F,-0.04560853199498116
26,C,H,G,-0.0419165516636332
26,C,H,H,-0.014809837668170178
26,C,H,I,0.06437828037159327
26,C,M,A,0.0414904762501188
26,C,M,B,0.025792663474523886
26,C,M,C,-0.008746871525708189
26,C,M,D,-0.040031374996224084
26,C,M,E,0.016096566616886132
26,C,M,F,-0.03462790956397706
26,C,M,G,-0.031591493644325355
26,C,M,H,-0.015481499545786412
26,C,M,I,0.04709944293449231
26,C,L,A,0.0502471176984297
26,C,L,B,0.01748308759110133
26,C,L,C,-0.0259455632348546
26,C,L,D,-0.009912601930222337
26,C,L,E,0.007366590246684068
26,C,L,F,-0.04545988836807667
26,C,L,G,-0.03030844951362109
26,C,L,H,-0.011883983369445156
26,C,L,I,0.04841369088000477
26,I,H,A,0.0156496882698014
26,I,H,B,0.014841644951284386
26,I,H,C,-0.02658206920182786
26,I,H,D,-0.004710839203306533
26,I,H,E,0.02415326950513949
26,I,H,F,-0.05053859708291912
26,I,H,G,-0.04131859936609676
26,I,H,H,0.005310238487806637
26,I,H,I,0.06319526364011838
26,I,M,A,0.03384057737884588
26,I,M,B,0.00683184270072601
26,I,M,C,-0.03016332614826968
26,I,M,D,-0.019383988032043234
26,I,M,E,0.021524895709337355
26,I,M,F,-0.058322207208656385
26,I,M,G,-0.0531531169235059
26,I,M,H,0.01485793413334191
26,I,M,I,0.08396738839022402
26,I,L,A,0.01299498754848448
26,I,L,B,0.02515747504920099
26,I,L,C,-0.033050653147271805
26,I,L,D,0.0358610334439427
26,I,L,E,0.016842696915463445
26,I,L,F,-0.07220751676655476
26,I,L,G,-0.04624327267863626
26,I,L,H,-0.014113713226630312
26,I,L,I,0.07475896286200154
27,C,H,A,-0.021293483662296067
27,C,H,B,0.029243068430052352
27,C,H,C,0.0569305902957353
27,C,H,D,-0.025735374283660115
27,C,H,E,0.01172337520932415
27,C,H,F,-0.034464409261178636
27,C,H,G,-0.01966278627664042
27,C,H,H,0.001747185236284754
27,C,H,I,0.001511834312378696
27,C,M,A,0.007436067882064273
27,C,M,B,0.030304800428456027
27,C,M,C,0.03024954142129907
27,C,M,D,-0.03829996924154397
27,C,M,E,0.042610232998466405
27,C,M,F,-0.033518383858758674
27,C,M,G,-0.05754199327551636
27,C,M,H,0.010947977872570458
27,C,M,I,0.007811725772962769
27,C,L,A,0.007894102265549097
27,C,L,B,0.030088294065483037
27,C,L,C,0.044571196174953254
27,C,L,D,-0.026029331128189365
27,C,L,E,0.00228300010629999
27,C,L,F,-0.028220099643859423
27,C,L,G,-0.03875268705567414
27,C,L,H,0.005670383980008478
27,C,L,I,0.002495141235429099
27,I,H,A,-0.011423890904899994
27,I,H,B,-0.008554537657917638
27,I,H,C,0.08068178470302434
27,I,H,D,-0.015556400480174079
27,I,H,E,-7.378896469188712e-05
27,I,H,F,-0.008203046212303597
27,I,H,G,-0.015410979800244778
27,I,H,H,-0.020133283904852382
27,I,H,I,-0.0013258567779399905
27,I,M,A,-0.0052706243638991485
27,I,M,B,-0.00749325003787131
27,I,M,C,0.03756781784605684
27,I,M,D,-0.010100388132916041
27,I,M,E,0.026581538934694185
27,I,M,F,-0.01969549258948107
27,I,M,G,-0.047422816876040205
27,I,M,H,0.01632652366093293
27,I,M,I,0.009506691558523836
27,I,L,A,0.0018067687137427874
27,I,L,B,-0.012413985057837987
27,I,L,C,0.06136844269032496
27,I,L,D,-0.016974653631625494
27,I,L,E,0.038733766138092554
27,I,L,F,-0.021318583054454138
27,I,L,G,-0.07449088814730306
27,I,L,H,-0.002989920446315922
27,I,L,I,0.026279052795376304
28,C,H,A,-0.021433365187168818
28,C,H,B,0.00559371169379301
28,C,H,C,-0.02475385455369518
28,C,H,D,0.05253548558028756
28,C,H,E,-0.05576250364509777
28,C,H,F,0.012368109436113134
28,C,H,G,0.026911271653854985
28,C,H,H,-0.0015687805373852254
28,C,H,I,0.006109925559298318
28,C,M,A,0.010082151856263724
28,C,M,B,-0.011349694625389858
28,C,M,C,-0.0075140556176205575
28,C,M,D,0.021701773373407174
28,C,M,E,-0.020326180254963216
28,C,M,F,0.0004389026908631355
28,C,M,G,-0.0049905211264502924
28,C,M,H,0.019571989626141206
28,C,M,I,-0.007614365922251315
28,C,L,A,-0.01076629560559289
28,C,L,B,0.011191221794758371
28,C,L,C,-0.0248304824957198
28,C,L,D,0.05054791539954234
28,C,L,E,-0.03650971373710815
28,C,L,F,-0.005940827492024847
28,C,L,G,0.02641307776707119
28,C,L,H,-0.0038628899793612947
28,C,L,I,-0.006242005651564908
28,I,H,A,-0.01883782146409601
28,I,H,B,-0.00011291612282125774
28,I,H,C,-0.028869283953370586
28,I,H,D,0.06560780779909972
28,I,H,E,-0.044565481210349686
28,I,H,F,-0.012457091393996644
28,I,H,G,0.014923244176548722
28,I,H,H,0.009851039994702743
28,I,H,I,0.014460502174283019
28,I,M,A,0.018003977005849214
28,I,M,B,-0.00610757942679227
28,I,M,C,-0.015623487860845414
28,I,M,D,0.034887782187321165
28,I,M,E,-0.04597436226078869
28,I,M,F,-0.017547977681664634
28,I,M,G,-0.02026901259651072
28,I,M,H,0.019997549071801457
28,I,M,I,0.0326331115616299
28,I,L,A,0.0014497120561728638
28,I,L,B,-0.002376500622663827
28,I,L,C,-0.03136684980208217
28,I,L,D,0.042942118670999174
28,I,L,E,-0.043156711831519326
28,I,L,F,-0.010578816527673895
28,I,L,G,-0.00044713175798141713
28,I,L,H,0.01707312547348333
28,I,L,I,0.02646105434126525
29,C,H,A,-0.01654882151472238
29,C,H,B,-0.00016491959830904068
29,C,H,C,0.039906735132785615
29,C,H,D,0.01809481944388254
29,C,H,E,0.007491619732733171
29,C,H,F,-0.007066145188064643
29,C,H,G,-0.0022396295836639712
29,C,H,H,-0.031306363531669476
29,C,H,I,-0.0081672948929718
29,C,M,A,0.002985201679341548
29,C,M,B,-0.008870214648294891
29,C,M,C,0.04883199571342198
29,C,M,D,-0.01385102756592188
29,C,M,E,-0.005651693535580357
29,C,M,F,-0.012417831467708515
29,C,M,G,-0.00441926326785462
29,C,M,H,-0.0022277580718975676
29,C,M,I,-0.004379408835505694
29,C,L,A,-0.0037844096524764503
29,C,L,B,-0.00952349066236817
29,C,L,C,0.03296434167274104
29,C,L,D,0.0004252733629082489
29,C,L,E,0.0014162747218108424
29,C,L,F,-0.005545680005920983
29,C,L,G,0.010987437118800542
29,C,L,H,-0.02830883095789888
29,C,L,I,0.0013690844024037974
29,I,H,A,-0.013717531010850825
29,I,H,B,-0.014556829419733713
29,I,H,C,0.024519832956703957
29,I,H,D,0.011696856122824256
29,I,H,E,0.013889180242254676
29,I,H,F,-0.010629483842432022
29,I,H,G,0.008586728114057515
29,I,H,H,-0.02645461024161154
29,I,H,I,0.006665857078787682
29,I,M,A,-0.014820084626056843
29,I,M,B,-0.005710075344735374
29,I,M,C,0.03213893905670212
29,I,M,D,0.021200358640704034
29,I,M,E,-0.00023580983491344742
29,I,M,F,-0.023627191355237845
29,I,M,G,0.012940273254050436
29,I,M,H,-0.03762358488584684
29,I,M,I,0.01573717509533376
29,I,L,A,-0.0030927210935477595
29,I,L,B,-0.015886336498075262
29,I,L,C,0.02715237940162163
29,I,L,D,0.014341019731623203
29,I,L,E,0.024647828519418477
29,I,L,F,-0.013160504187646666
29,I,L,G,-0.004375527109062513
29,I,L,H,-0.038797314561988025
29,I,L,I,0.009171175797656916
30,C,H,A,0.006572019195558068
30,C,H,B,0.007861092749026133
30,C,H,C,0.030659298673113997
30,C,H,D,-0.0408813595529771
30,C,H,E,0.04199749160267435
30,C,H,F,-0.017921636992123763
30,C,H,G,-0.054680575338487344
30,C,H,H,0.034772105563679795
30,C,H,I,-0.008378435900464151
30,C,M,A,-0.0061596711132584775
30,C,M,B,0.008401203803373253
30,C,M,C,-0.0018575520712814653
30,C,M,D,0.002812950767996411
30,C,M,E,0.024894641312885546
