,subj,K,GEV,silhouette,calinski-harabasz,dunn,davies_bouldin
263,30,4,0.746066837508898,0.5453655584121638,4365.424715351136,5.322346000463192e-09,4.581018156958365
264,30,5,0.772892870806457,0.4572887252181332,3806.7858853525336,3.6036551476637244e-08,691033673944889.1
265,30,6,0.7907604375578329,0.3960605958047681,3921.367899786659,5.740375037990921e-08,1300064521402639.0
266,30,7,0.8042571679653191,0.3462227422763964,3333.641702146369,5.1636259889934636e-08,1661035437915570.5
267,30,8,0.8156795333414035,0.340541978209112,3083.4965417528338,4.6036204133215705e-08,1199412286496199.8
268,30,9,0.8247995889345634,0.32165829675167285,2693.143035604158,5.182631807286926e-07,1569807868425429.5
269,30,10,0.8317403108361461,0.29466230651032665,2538.3467705267335,1.250585496402511e-07,614212434936818.2
270,31,2,0.7174507141706523,0.6021531069857914,2371.936219791223,5.344003625574046e-10,3.18356111736886e+16
271,31,3,0.7560507813612277,0.6513972159114495,4795.823604061078,1.4674069079260958e-09,11.456114700383123
272,31,4,0.7861608505899098,0.5256302567320764,5283.249196523059,1.4534562176293882e-09,4800158084686638.0
273,31,5,0.8055290914191632,0.36851219525703305,4414.59933007399,1.3906611108933756e-09,3135626893968359.5
274,31,6,0.8220591350117246,0.27149126026426185,3239.9208745703468,1.3564176626961657e-09,1.3829738992200566e+16
275,31,7,0.8343089313876054,0.3016305102734375,3627.6985436490104,1.3411473599617124e-09,5.85539813193154
276,31,8,0.8431106952581648,0.2833526961858441,2557.0517494810338,1.3244390285452003e-09,286424944739288.25
277,31,9,0.8511256222959818,0.2781862826740356,2990.535641001749,2.4693083040030934e-08,707034333401969.4
278,31,10,0.8573490733868303,0.26679705989105484,2256.897969276929,2.3837194105058376e-08,1419717563368047.2
279,32,2,0.6240583353143596,0.6550688180270641,5648.532170781784,7.841341882678873e-10,5.57006550739052
280,32,3,0.6858421793731839,0.4397292272770137,3796.042385400132,5.049611486679772e-09,1.2632881808435162e+16
281,32,4,0.7186726450806578,0.53213802422012,3919.246736406782,3.8845256960716265e-09,6227093876469649.0
282,32,5,0.7440994543036629,0.4712050343734222,3099.9898828094942,4.1531748723730174e-09,5557167356078295.0
283,32,6,0.7621548007678811,0.3755127481545828,2697.4235403138755,1.5168624854470635e-08,3235575295978688.0
284,32,7,0.7755308451221335,0.34195993710009515,2713.3824024980236,1.0908960335151774e-07,1715174288111293.2
285,32,8,0.7867581298535566,0.31738897158271673,2054.505038031568,9.908895111022833e-09,2034684125849533.0
286,32,9,0.795262998085236,0.26093836808111137,1836.733676769333,2.2328694356735625e-08,1925885935805779.0
287,32,10,0.8031964877692863,0.25389807018082644,1966.6622960628167,9.79232606811458e-08,796506614590875.6
288,33,2,0.6827836730981323,0.5782786377426233,9943.824909515612,3.121832456930628e-10,4.594369986000592e+16
289,33,3,0.7261091347724203,0.6826509177146459,6548.726254375612,1.7569162778019906e-09,9.351231815062839
290,33,4,0.756017602311851,0.38524434472044394,6077.410539362403,4.858217755515515e-09,2806836004938233.5
291,33,5,0.7776880911146693,0.37311996550389687,3193.3080262824874,8.915556451500969e-08,1638301275626709.8
292,33,6,0.7931721095522412,0.300058932130947,4285.5855861282525,1.1000015381888483e-08,1910435501003217.0
293,33,7,0.8052619301079267,0.28344597259043164,1799.271131071032,1.3382440398940132e-07,970691973467359.6
294,33,8,0.8149578422268708,0.265117361697222,1686.197915506083,6.227046492333812e-09,2360878028452569.0
295,33,9,0.8230667205401498,0.2601350336275572,3116.094224673703,1.351040432523015e-07,1900152306064001.5
296,33,10,0.8292579111056091,0.23063899940256896,2634.6816654782515,1.238731721169929e-07,700824951879300.1
297,34,2,0.6380935968693925,0.5973585142107036,2728.7810370268007,2.7647100180873043e-10,17.421276064163244
298,34,3,0.6865602304010852,0.4922677863961725,2330.095147733848,5.573398412177253e-11,1.3530208391598296e+17
299,34,4,0.7239549615762463,0.5375517345171841,4136.33275832317,1.2854401286673159e-08,8558998723367308.0
300,34,5,0.7467690982661538,0.46045641930104375,2085.8797245014534,2.0608896441864153e-08,6454395520411030.0
301,34,6,0.765562641238108,0.34130058199598695,3121.967989510504,3.4491203413236273e-10,546216617187548.3
302,34,7,0.7786742629425036,0.3143054902037578,2860.7112856621375,3.284551790947438e-07,510462217145721.7
303,34,8,0.788333866865759,0.2904730766266921,2487.2709108447134,3.0626547039438726e-07,3.1848139732260563
304,34,9,0.797665574693925,0.27108219795865157,2037.04800985392,2.2693946996251276e-07,691291973090513.6
305,34,10,0.8042661330509879,0.2360611030965977,1992.4140503016652,3.513489078859317e-07,1864135514322765.5
306,35,2,0.6565124397780412,0.5761879165991267,8596.23781279451,1.640254493573096e-10,5.593417566899943e+16
307,35,3,0.7113092065092647,0.6995387697358477,5715.481361886285,7.085156361515756e-09,7.21819384020936
308,35,4,0.7480352693412483,0.5271871115695022,4689.467956541412,1.3448916028056631e-08,1.3833885900904106e+16
309,35,5,0.7743459997797005,0.4288361735527094,3618.1979188348637,1.4314453790121616e-08,7721943463739133.0
310,35,6,0.7912458968359084,0.3955437402567267,3639.7287992699503,1.6787616206344842e-07,1587908094654595.8
311,35,7,0.8054062339934676,0.3215975180978147,3811.128008164947,2.989028113986913e-08,723316121537618.9
312,35,8,0.8162596765399309,0.3064897321962751,3205.6782078303454,1.6794783086033243e-07,457279711454708.8
313,35,9,0.825319230257592,0.29444430202122673,3032.5763001606947,1.0774178618387303e-06,1091013236444164.5
314,35,10,0.8322206359458261,0.2773308211528083,2434.2434406506036,1.6794783086033243e-07,1196157355525473.0
315,36,2,0.6805519724483643,0.5365218995091303,2186.0697681939087,1.0563715655294386e-10,9.934593268476125e+16
316,36,3,0.7341930791974973,0.7153145630410436,6357.932036531636,2.9026024554193895e-10,6351874552413933.0
317,36,4,0.7629135382710628,0.4497468820690789,5713.57507692331,1.1753617045464379e-08,1.1040907097387812e+16
318,36,5,0.7892701531362158,0.41580344754417264,3790.93213617709,1.228266924194861e-07,1203421162116443.0
319,36,6,0.8050032405634211,0.37415452459946846,4148.729551673677,9.406389815679322e-08,2.4069604749058615
320,36,7,0.8185510965239928,0.3247206569344745,3271.4094428127933,9.859338535448796e-08,452719352347921.6
321,36,8,0.8289690747400942,0.30882964776220634,3603.550168121616,3.217861308956951e-07,256712618927077.3
322,36,9,0.8370882008800127,0.29986947763439953,3008.6754834427547,2.830029249074357e-07,2048288971583450.2
323,36,10,0.8431974676128832,0.28701543371701316,3172.735025428729,2.722505698422404e-07,2020252024111996.0
324,37,2,0.6621172441242473,0.6343640180706803,5286.845022242909,1.3255567367001065e-09,7.144590132218843
325,37,3,0.7107194722719642,0.4163159225524878,3076.555671112224,1.6962898047498165e-09,1.903526212409265e+16
326,37,4,0.7443193456057521,0.5581670483949934,2745.6319821791467,5.2589957679768404e-08,5187504840295100.0
327,37,5,0.7669557232388787,0.4427439158757,3073.393838665115,2.2710465866702477e-08,4547125619992621.0
328,37,6,0.7862640669665493,0.36071337831128847,1890.7324207284462,3.307901516001661e-08,1581150091942775.2
329,37,7,0.7999158677883208,0.34913833192014726,1777.062852097674,1.73081471168568e-07,1163628300569074.5
330,37,8,0.811474292704356,0.3335068098281678,2130.6346793898188,2.77881385617286e-07,1923926003532883.0
331,37,9,0.8195635746351572,0.29795768316121174,1933.0104261321776,2.7159065589071153e-07,1802195716855397.8
332,37,10,0.8265550785838789,0.2701332663911505,1889.357115177751,2.382082249505769e-07,937199722078826.8
333,38,2,0.6616822826947999,0.654477051823705,3292.3399915864325,4.489187739465175e-09,2.2585363222194584e+16
334,38,3,0.7151635531070641,0.43072805866411745,4972.353938561004,7.899426997697732e-09,13.32775840324144
335,38,4,0.748381922743459,0.5286202247439845,5109.165540643515,6.155108766420091e-09,5804354610082244.0
336,38,5,0.7703806707798049,0.4546462053278732,4409.029797420293,6.54875234591607e-08,4.536237717654146
337,38,6,0.786940116185872,0.35672449074611057,4003.3245899710178,2.8636382989902122e-08,3.5313206176340586
338,38,7,0.7991873254497646,0.3062543343524916,3549.732139398474,7.892769423658896e-08,1048263582559472.0
339,38,8,0.809618863753975,0.3085047716409772,3372.175671766876,7.941669460556691e-08,903848231835798.0
340,38,9,0.817545661674467,0.26898689412803434,1969.135082804713,2.4792870960578115e-08,1536048734257939.0
341,38,10,0.8252363041037688,0.25663999643767177,2980.854970096484,3.838348085501244e-08,1357779636152373.5
342,39,2,0.6604616288333911,0.6517681336916439,3150.3919437866693,5.709717056263143e-10,11.180769313540521
343,39,3,0.7126547713974737,0.4036035713889362,2447.7301021019452,7.738421471354615e-09,15.162747579886393
344,39,4,0.7472029822182676,0.5580285968736945,2421.4030419305905,1.5855515589621134e-08,4089034921492773.0
345,39,5,0.7688532484439647,0.38190114628709115,2119.472178349926,1.3597446503920817e-08,4.916263363039051
346,39,6,0.7873413644591433,0.3479762902116118,3994.8280248178257,3.0530402408309246e-08,560432031533074.0
347,39,7,0.7991091798437934,0.3157945582897047,1649.9551938549657,7.218323713454008e-08,1911111672821674.8
348,39,8,0.8095250737026144,0.31480676266915464,3147.9739643866483,7.597623200267412e-08,2737337194281792.0
349,39,9,0.8173097220330122,0.2607125294817034,2767.5835901103324,5.71352049665757e-08,392434146773642.8
350,39,10,0.8241521048454641,0.2496925991686045,2295.028449900312,5.71352049665757e-08,3461997408264224.0
351,40,2,0.6511563351186086,0.540252089777367,8189.712114001749,1.505952655377351e-09,7.673223049865917e+16
352,40,3,0.6990215812273993,0.66471068052334,1994.665546187036,2.8553041081595444e-09,1.3598417026066406e+16
353,40,4,0.732585009622803,0.44497360682806886,3371.0925990643505,1.6745341080977045e-09,8153102865118395.0
354,40,5,0.7583366857736054,0.389100381219402,2790.088647004852,5.646146401394248e-09,5.183441701435091
355,40,6,0.7745616119404736,0.3287608776404675,3692.032867183392,4.8934823407472895e-09,2097321701232291.8
356,40,7,0.7882353955516185,0.2827652115962299,3325.5869906076164,3.0564596466808724e-08,349226851507500.7
357,40,8,0.7987429009536261,0.24933930222628814,3008.742911251084,4.5331694842598935e-08,2932934283229545.5
358,40,9,0.806878339552161,0.2539680316416311,2780.6851422542068,6.872877379506613e-08,866628848991738.8
359,40,10,0.8133342802644573,0.2228520902156602,2356.8239256652078,7.90291028308285e-08,4.113093229543298
360,41,2,0.6030859398169682,0.5475124193308389,2477.4826252310927,7.247919695343911e-10,4.5553195271309096e+16
361,41,3,0.6588575152647308,0.6904968122849291,2152.2056590849397,4.473872789617236e-09,2.2377041439175292e+16
362,41,4,0.6995927117820039,0.5192174451604323,2833.379325716375,5.961839225332619e-09,7139095718865006.0
363,41,5,0.7280480370983922,0.4409292224768262,3645.518951715682,3.356884017410951e-08,2.7889050545991045
364,41,6,0.746092413684256,0.4066595927086245,2833.1351298666605,1.003162494463557e-07,1376820236448281.2
365,41,7,0.761088252947194,0.34265138438476517,2372.4884891393613,1.0252636927326407e-07,2227681288749306.5
366,41,8,0.772523532281327,0.30393382646122497,2544.094784906714,6.690086555869458e-08,2.9861204364110225
367,41,9,0.7823184374141234,0.30458309180517956,1807.9979254089308,8.063616250623974e-08,1398451747078979.8
368,41,10,0.7893099613036304,0.2706507432831872,2210.7747397905523,8.565596959404737e-08,1947857205284904.0
369,42,2,0.6298560774842188,0.5593996189477246,2359.6481627704416,8.833963133138814e-10,15.757635575310717
370,42,3,0.6875633618771565,0.6789868897647806,2243.1283360926527,8.346485099644893e-10,1.089949344563815e+16
371,42,4,0.7250965777553079,0.5299068870617589,3590.2341464702445,8.994986283906054e-09,5.329899702811989
372,42,5,0.7527419823684365,0.43693218115065985,3646.880309532737,2.4839793066427563e-08,1680129445986822.2
373,42,6,0.7703446378438553,0.38293782524234155,2975.5223115258614,2.741825066598311e-08,2562686857318237.5
374,42,7,0.7840888490237343,0.31564665021711535,2985.4484001582014,8.01620682259599e-08,3.0081907149373466
375,42,8,0.79499843170969,0.2948473928306599,2442.9658602634026,1.4542494572586576e-07,1930387200266316.5
376,42,9,0.804523463653579,0.2825314601539728,2186.425472680659,1.3652666612653637e-07,1675671184340918.0
377,42,10,0.8115848222073635,0.24862752164206994,1939.3347746475329,1.5591082773199519e-07,962512950266212.8
378,43,2,0.6689547603480452,0.6051306766585544,6531.5020243131,9.11784445795418e-10,4.413305879701326e+16
379,43,3,0.7179257109847715,0.6723621379859284,4256.852784547751,1.2259479808881544e-09,7.608062844221149
380,43,4,0.7545291051088266,0.44690059920359465,3870.564215545292,1.6139863318234666e-08,5.588920080708464
381,43,5,0.7798774133867877,0.4299164013175632,2266.193760201245,5.988501028297824e-08,722244388770978.6
382,43,6,0.7955571723087062,0.32770432245105924,2931.159445998066,6.583716806037588e-08,329160478694112.06
383,43,7,0.8084630283298924,0.3227306426376909,2624.990489292602,6.135923525825815e-08,949010255285879.8
384,43,8,0.8191605453115295,0.2899086484764266,2236.5453854977263,6.583716806037588e-08,876673195030270.5
385,43,9,0.8282334948803541,0.31009580638612944,2017.590522770897,6.238719341397126e-08,252179944960325.34
386,43,10,0.8362582496727635,0.282524082929222,2009.0884699129924,5.5760200665337626e-08,227395025705728.25
387,44,2,0.6819799858100797,0.606596522633083,2552.7918359478385,1.163136909959236e-09,2.3925123684929812e+16
388,44,3,0.727125943647165,0.6204072161028156,2170.226892639825,8.688847440784356e-10,1.387611489352553e+16
389,44,4,0.7616439366410143,0.5057246995140796,4051.8123185671493,1.2603979833946957e-09,3211882819282895.5
390,44,5,0.7816698138012893,0.4187383037079293,4552.6241197222835,1.4722297783820157e-08,3.7437144460190437
391,44,6,0.798106525902752,0.27586384900341493,4030.1034871205834,2.044270874718333e-09,6.125134298157076
392,44,7,0.8108840755695899,0.30417987100431876,3517.2530951591534,1.6930147985099977e-08,2.9794508811438973
393,44,8,0.8198362966795082,0.2827422017235701,3320.5698504653174,1.2824807802553105e-07,713074075268522.0
394,44,9,0.8278243974646255,0.2855777950146901,2475.525683785025,1.2075612189172123e-07,1294165550788833.0
395,44,10,0.8341697385659773,0.2620807920754406,2421.0462404267737,1.2824807802553105e-07,2047167148089628.8
